,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,day_of_week_enc_1,day_of_week_enc_2,day_of_week_enc_3,day_of_week_enc_4,day_of_week_enc_5,day_of_week_enc_6,day_of_week_enc_7,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
6771,1703064,2017-03-06,81.6378419412611,8.0,3.75,17.0,0.0,0.0,0,65,Monday,2017,10,1,0,0,0,0,0,31,1,0,Pastry,2017,2017-03-06,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6772,1703065,2017-03-06,237.36778410527,8.0,3.75,17.0,0.0,0.0,0,65,Monday,2017,10,1,0,0,0,0,0,31,1,0,Cake,2017,2017-03-06,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6769,1703062,2017-03-06,243.60177838846,8.0,3.75,17.0,0.0,0.0,0,65,Monday,2017,10,1,0,0,0,0,0,31,1,0,Roles,2017,2017-03-06,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6770,1703063,2017-03-06,86.9960424642728,8.0,3.75,17.0,0.0,0.0,0,65,Monday,2017,10,1,0,0,0,0,0,31,1,0,Croissant,2017,2017-03-06,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6777,1703075,2017-03-07,221.073127599374,7.0,1.75,7.0,20.0,0.0,1,66,Tuesday,2017,10,1,0,0,0,0,0,31,1,0,Cake,2017,2017-03-07,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6775,1703073,2017-03-07,83.4283849697076,7.0,1.75,7.0,20.0,0.0,1,66,Tuesday,2017,10,1,0,0,0,0,0,31,1,0,Croissant,2017,2017-03-07,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6776,1703074,2017-03-07,67.1621281398369,7.0,1.75,7.0,20.0,0.0,1,66,Tuesday,2017,10,1,0,0,0,0,0,31,1,0,Pastry,2017,2017-03-07,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6773,1703071,2017-03-07,100.15087379542,7.0,1.75,7.0,20.0,0.0,1,66,Tuesday,2017,10,1,0,0,0,0,0,31,1,0,Bread,2017,2017-03-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6774,1703072,2017-03-07,220.995436239232,7.0,1.75,7.0,20.0,0.0,1,66,Tuesday,2017,10,1,0,0,0,0,0,31,1,0,Roles,2017,2017-03-07,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6780,1703083,2017-03-08,82.5934194590142,6.0,5.75,9.0,61.0,0.0,2,67,Wednesday,2017,10,1,0,0,0,0,0,31,2,0,Croissant,2017,2017-03-08,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6782,1703085,2017-03-08,172.894375808564,6.0,5.75,9.0,61.0,0.0,2,67,Wednesday,2017,10,1,0,0,0,0,0,31,2,0,Cake,2017,2017-03-08,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6781,1703084,2017-03-08,66.6334195345118,6.0,5.75,9.0,61.0,0.0,2,67,Wednesday,2017,10,1,0,0,0,0,0,31,2,0,Pastry,2017,2017-03-08,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6778,1703081,2017-03-08,94.9229502187465,6.0,5.75,9.0,61.0,0.0,2,67,Wednesday,2017,10,1,0,0,0,0,0,31,2,0,Bread,2017,2017-03-08,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6779,1703082,2017-03-08,229.762106992602,6.0,5.75,9.0,61.0,0.0,2,67,Wednesday,2017,10,1,0,0,0,0,0,31,2,0,Roles,2017,2017-03-08,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6785,1703093,2017-03-09,71.3137895523492,7.0,7.375,8.0,21.0,0.0,3,68,Thursday,2017,10,1,0,0,0,0,0,31,2,0,Croissant,2017,2017-03-09,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6783,1703091,2017-03-09,111.351351910469,7.0,7.375,8.0,21.0,0.0,3,68,Thursday,2017,10,1,0,0,0,0,0,31,2,0,Bread,2017,2017-03-09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6787,1703095,2017-03-09,201.981974396535,7.0,7.375,8.0,21.0,0.0,3,68,Thursday,2017,10,1,0,0,0,0,0,31,2,0,Cake,2017,2017-03-09,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6786,1703094,2017-03-09,60.757612565121,7.0,7.375,8.0,21.0,0.0,3,68,Thursday,2017,10,1,0,0,0,0,0,31,2,0,Pastry,2017,2017-03-09,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6784,1703092,2017-03-09,270.975919358021,7.0,7.375,8.0,21.0,0.0,3,68,Thursday,2017,10,1,0,0,0,0,0,31,2,0,Roles,2017,2017-03-09,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6789,1703102,2017-03-10,269.069152280242,4.0,8.75,16.0,0.0,0.0,4,69,Friday,2017,10,1,0,0,0,0,0,31,2,0,Roles,2017,2017-03-10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6790,1703103,2017-03-10,85.9999360805292,4.0,8.75,16.0,0.0,0.0,4,69,Friday,2017,10,1,0,0,0,0,0,31,2,0,Croissant,2017,2017-03-10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6788,1703101,2017-03-10,100.450621108239,4.0,8.75,16.0,0.0,0.0,4,69,Friday,2017,10,1,0,0,0,0,0,31,2,0,Bread,2017,2017-03-10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6791,1703104,2017-03-10,81.8267970341715,4.0,8.75,16.0,0.0,0.0,4,69,Friday,2017,10,1,0,0,0,0,0,31,2,0,Pastry,2017,2017-03-10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6792,1703105,2017-03-10,220.561031064227,4.0,8.75,16.0,0.0,0.0,4,69,Friday,2017,10,1,0,0,0,0,0,31,2,0,Cake,2017,2017-03-10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6794,1703112,2017-03-11,275.941241422517,2.0,7.75,9.0,0.0,0.0,5,70,Saturday,2017,10,1,1,0,0,0,0,31,2,0,Roles,2017,2017-03-11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6797,1703115,2017-03-11,270.40812557297,2.0,7.75,9.0,0.0,0.0,5,70,Saturday,2017,10,1,1,0,0,0,0,31,2,0,Cake,2017,2017-03-11,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6795,1703113,2017-03-11,108.418382637731,2.0,7.75,9.0,0.0,0.0,5,70,Saturday,2017,10,1,1,0,0,0,0,31,2,0,Croissant,2017,2017-03-11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6796,1703114,2017-03-11,133.379795484216,2.0,7.75,9.0,0.0,0.0,5,70,Saturday,2017,10,1,1,0,0,0,0,31,2,0,Pastry,2017,2017-03-11,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6793,1703111,2017-03-11,121.869883897373,2.0,7.75,9.0,0.0,0.0,5,70,Saturday,2017,10,1,1,0,0,0,0,31,2,0,Bread,2017,2017-03-11,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6804,1703132,2017-03-13,242.464512144723,7.0,6.625,7.0,5.0,0.0,0,72,Monday,2017,11,1,0,0,0,0,0,31,2,0,Roles,2017,2017-03-13,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6806,1703134,2017-03-13,36.8342602340521,7.0,6.625,7.0,5.0,0.0,0,72,Monday,2017,11,1,0,0,0,0,0,31,2,0,Pastry,2017,2017-03-13,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6803,1703131,2017-03-13,120.053295378394,7.0,6.625,7.0,5.0,0.0,0,72,Monday,2017,11,1,0,0,0,0,0,31,2,0,Bread,2017,2017-03-13,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6807,1703135,2017-03-13,172.62499140603,7.0,6.625,7.0,5.0,0.0,0,72,Monday,2017,11,1,0,0,0,0,0,31,2,0,Cake,2017,2017-03-13,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6805,1703133,2017-03-13,97.5939745535462,7.0,6.625,7.0,5.0,0.0,0,72,Monday,2017,11,1,0,0,0,0,0,31,2,0,Croissant,2017,2017-03-13,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6810,1703143,2017-03-14,83.7407885397308,6.0,10.5,13.0,0.0,0.0,1,73,Tuesday,2017,11,1,0,0,0,0,0,31,2,0,Croissant,2017,2017-03-14,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6809,1703142,2017-03-14,243.409665197197,6.0,10.5,13.0,0.0,0.0,1,73,Tuesday,2017,11,1,0,0,0,0,0,31,2,0,Roles,2017,2017-03-14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6811,1703144,2017-03-14,75.3949001762448,6.0,10.5,13.0,0.0,0.0,1,73,Tuesday,2017,11,1,0,0,0,0,0,31,2,0,Pastry,2017,2017-03-14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6808,1703141,2017-03-14,87.0000890332702,6.0,10.5,13.0,0.0,0.0,1,73,Tuesday,2017,11,1,0,0,0,0,0,31,2,0,Bread,2017,2017-03-14,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6812,1703145,2017-03-14,231.454950724527,6.0,10.5,13.0,0.0,0.0,1,73,Tuesday,2017,11,1,0,0,0,0,0,31,2,0,Cake,2017,2017-03-14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6814,1703152,2017-03-15,241.207717005148,0.0,9.25,16.0,5.0,0.0,2,74,Wednesday,2017,11,1,0,0,0,0,0,31,3,0,Roles,2017,2017-03-15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6813,1703151,2017-03-15,92.6236598779842,0.0,9.25,16.0,5.0,0.0,2,74,Wednesday,2017,11,1,0,0,0,0,0,31,3,0,Bread,2017,2017-03-15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6815,1703153,2017-03-15,64.5780317895003,0.0,9.25,16.0,5.0,0.0,2,74,Wednesday,2017,11,1,0,0,0,0,0,31,3,0,Croissant,2017,2017-03-15,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6816,1703154,2017-03-15,84.2638211334626,0.0,9.25,16.0,5.0,0.0,2,74,Wednesday,2017,11,1,0,0,0,0,0,31,3,0,Pastry,2017,2017-03-15,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6817,1703155,2017-03-15,228.879500278325,0.0,9.25,16.0,5.0,0.0,2,74,Wednesday,2017,11,1,0,0,0,0,0,31,3,0,Cake,2017,2017-03-15,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6826,1703174,2017-03-17,90.533610402315,6.0,6.75,18.0,63.0,0.0,4,76,Friday,2017,11,1,0,0,0,0,0,31,3,0,Pastry,2017,2017-03-17,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6823,1703171,2017-03-17,112.504534119038,6.0,6.75,18.0,63.0,0.0,4,76,Friday,2017,11,1,0,0,0,0,0,31,3,0,Bread,2017,2017-03-17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6824,1703172,2017-03-17,225.002939044633,6.0,6.75,18.0,63.0,0.0,4,76,Friday,2017,11,1,0,0,0,0,0,31,3,0,Roles,2017,2017-03-17,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6825,1703173,2017-03-17,82.3548698176422,6.0,6.75,18.0,63.0,0.0,4,76,Friday,2017,11,1,0,0,0,0,0,31,3,0,Croissant,2017,2017-03-17,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6827,1703175,2017-03-17,190.177419969815,6.0,6.75,18.0,63.0,0.0,4,76,Friday,2017,11,1,0,0,0,0,0,31,3,0,Cake,2017,2017-03-17,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6832,1703185,2017-03-18,241.153245549975,5.0,6.875,22.0,21.0,0.0,5,77,Saturday,2017,11,1,1,0,0,0,0,31,3,0,Cake,2017,2017-03-18,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6829,1703182,2017-03-18,287.843905619013,5.0,6.875,22.0,21.0,0.0,5,77,Saturday,2017,11,1,1,0,0,0,0,31,3,0,Roles,2017,2017-03-18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6831,1703184,2017-03-18,113.966410569379,5.0,6.875,22.0,21.0,0.0,5,77,Saturday,2017,11,1,1,0,0,0,0,31,3,0,Pastry,2017,2017-03-18,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6830,1703183,2017-03-18,102.87506239681,5.0,6.875,22.0,21.0,0.0,5,77,Saturday,2017,11,1,1,0,0,0,0,31,3,0,Croissant,2017,2017-03-18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6828,1703181,2017-03-18,106.208725638613,5.0,6.875,22.0,21.0,0.0,5,77,Saturday,2017,11,1,1,0,0,0,0,31,3,0,Bread,2017,2017-03-18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6833,1703191,2017-03-19,36.557110132907,8.0,3.875,9.0,79.0,0.0,6,78,Sunday,2017,11,1,1,0,0,0,0,31,3,0,Bread,2017,2017-03-19,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
6834,1703192,2017-03-19,381.163708694666,8.0,3.875,9.0,79.0,0.0,6,78,Sunday,2017,11,1,1,0,0,0,0,31,3,0,Roles,2017,2017-03-19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
6837,1703195,2017-03-19,229.126982582804,8.0,3.875,9.0,79.0,0.0,6,78,Sunday,2017,11,1,1,0,0,0,0,31,3,0,Cake,2017,2017-03-19,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,5
6836,1703194,2017-03-19,115.495208167488,8.0,3.875,9.0,79.0,0.0,6,78,Sunday,2017,11,1,1,0,0,0,0,31,3,0,Pastry,2017,2017-03-19,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4
6835,1703193,2017-03-19,109.641199449158,8.0,3.875,9.0,79.0,0.0,6,78,Sunday,2017,11,1,1,0,0,0,0,31,3,0,Croissant,2017,2017-03-19,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3
6838,1703201,2017-03-20,97.3489147113908,7.0,10.25,8.0,61.0,0.0,0,79,Monday,2017,12,1,0,0,0,0,0,31,3,0,Bread,2017,2017-03-20,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6841,1703204,2017-03-20,51.316960690722,7.0,10.25,8.0,61.0,0.0,0,79,Monday,2017,12,1,0,0,0,0,0,31,3,0,Pastry,2017,2017-03-20,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6839,1703202,2017-03-20,225.438695753547,7.0,10.25,8.0,61.0,0.0,0,79,Monday,2017,12,1,0,0,0,0,0,31,3,0,Roles,2017,2017-03-20,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6842,1703205,2017-03-20,183.265133200934,7.0,10.25,8.0,61.0,0.0,0,79,Monday,2017,12,1,0,0,0,0,0,31,3,0,Cake,2017,2017-03-20,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6840,1703203,2017-03-20,73.0242608684537,7.0,10.25,8.0,61.0,0.0,0,79,Monday,2017,12,1,0,0,0,0,0,31,3,0,Croissant,2017,2017-03-20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6845,1703213,2017-03-21,92.1372741343699,5.0,8.75,20.0,21.0,0.0,1,80,Tuesday,2017,12,1,0,0,0,0,0,31,3,0,Croissant,2017,2017-03-21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6843,1703211,2017-03-21,126.927370810771,5.0,8.75,20.0,21.0,0.0,1,80,Tuesday,2017,12,1,0,0,0,0,0,31,3,0,Bread,2017,2017-03-21,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6847,1703215,2017-03-21,216.705423653414,5.0,8.75,20.0,21.0,0.0,1,80,Tuesday,2017,12,1,0,0,0,0,0,31,3,0,Cake,2017,2017-03-21,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6846,1703214,2017-03-21,100.759683299883,5.0,8.75,20.0,21.0,0.0,1,80,Tuesday,2017,12,1,0,0,0,0,0,31,3,0,Pastry,2017,2017-03-21,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6844,1703212,2017-03-21,234.577222381036,5.0,8.75,20.0,21.0,0.0,1,80,Tuesday,2017,12,1,0,0,0,0,0,31,3,0,Roles,2017,2017-03-21,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6852,1703225,2017-03-22,185.865995045763,0.0,10.75,11.0,0.0,0.0,2,81,Wednesday,2017,12,1,0,0,0,0,0,31,4,0,Cake,2017,2017-03-22,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6849,1703222,2017-03-22,239.754869003961,0.0,10.75,11.0,0.0,0.0,2,81,Wednesday,2017,12,1,0,0,0,0,0,31,4,0,Roles,2017,2017-03-22,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6851,1703224,2017-03-22,81.269583581414,0.0,10.75,11.0,0.0,0.0,2,81,Wednesday,2017,12,1,0,0,0,0,0,31,4,0,Pastry,2017,2017-03-22,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6850,1703223,2017-03-22,101.654984780132,0.0,10.75,11.0,0.0,0.0,2,81,Wednesday,2017,12,1,0,0,0,0,0,31,4,0,Croissant,2017,2017-03-22,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6848,1703221,2017-03-22,101.415037514976,0.0,10.75,11.0,0.0,0.0,2,81,Wednesday,2017,12,1,0,0,0,0,0,31,4,0,Bread,2017,2017-03-22,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6862,1703245,2017-03-24,228.995269827416,0.0,10.5,7.0,0.0,0.0,4,83,Friday,2017,12,1,0,0,0,0,0,31,4,0,Cake,2017,2017-03-24,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6858,1703241,2017-03-24,128.368364908016,0.0,10.5,7.0,0.0,0.0,4,83,Friday,2017,12,1,0,0,0,0,0,31,4,0,Bread,2017,2017-03-24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6861,1703244,2017-03-24,58.5851663089429,0.0,10.5,7.0,0.0,0.0,4,83,Friday,2017,12,1,0,0,0,0,0,31,4,0,Pastry,2017,2017-03-24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6859,1703242,2017-03-24,263.089113905418,0.0,10.5,7.0,0.0,0.0,4,83,Friday,2017,12,1,0,0,0,0,0,31,4,0,Roles,2017,2017-03-24,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6860,1703243,2017-03-24,92.3970924998567,0.0,10.5,7.0,0.0,0.0,4,83,Friday,2017,12,1,0,0,0,0,0,31,4,0,Croissant,2017,2017-03-24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6867,1703255,2017-03-25,244.607027290376,3.0,9.875,12.0,0.0,0.0,5,84,Saturday,2017,12,1,1,0,0,0,0,31,4,0,Cake,2017,2017-03-25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6864,1703252,2017-03-25,332.663651438926,3.0,9.875,12.0,0.0,0.0,5,84,Saturday,2017,12,1,1,0,0,0,0,31,4,0,Roles,2017,2017-03-25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6865,1703253,2017-03-25,142.808942965401,3.0,9.875,12.0,0.0,0.0,5,84,Saturday,2017,12,1,1,0,0,0,0,31,4,0,Croissant,2017,2017-03-25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6863,1703251,2017-03-25,97.8900868337535,3.0,9.875,12.0,0.0,0.0,5,84,Saturday,2017,12,1,1,0,0,0,0,31,4,0,Bread,2017,2017-03-25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6866,1703254,2017-03-25,93.7758182509783,3.0,9.875,12.0,0.0,0.0,5,84,Saturday,2017,12,1,1,0,0,0,0,31,4,0,Pastry,2017,2017-03-25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6871,1703264,2017-03-26,136.703246958164,3.0,9.375,7.0,0.0,0.0,6,85,Sunday,2017,12,1,1,0,0,0,0,31,4,0,Pastry,2017,2017-03-26,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4
6872,1703265,2017-03-26,303.304688462581,3.0,9.375,7.0,0.0,0.0,6,85,Sunday,2017,12,1,1,0,0,0,0,31,4,0,Cake,2017,2017-03-26,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,5
6868,1703261,2017-03-26,85.2187867213704,3.0,9.375,7.0,0.0,0.0,6,85,Sunday,2017,12,1,1,0,0,0,0,31,4,0,Bread,2017,2017-03-26,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
6870,1703263,2017-03-26,147.749370577668,3.0,9.375,7.0,0.0,0.0,6,85,Sunday,2017,12,1,1,0,0,0,0,31,4,0,Croissant,2017,2017-03-26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3
6869,1703262,2017-03-26,439.134557811679,3.0,9.375,7.0,0.0,0.0,6,85,Sunday,2017,12,1,1,0,0,0,0,31,4,0,Roles,2017,2017-03-26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
6877,1703275,2017-03-27,178.202716912645,0.0,12.5,11.0,10.0,0.0,0,86,Monday,2017,13,1,0,0,0,0,0,31,4,0,Cake,2017,2017-03-27,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
6874,1703272,2017-03-27,281.658152255303,0.0,12.5,11.0,10.0,0.0,0,86,Monday,2017,13,1,0,0,0,0,0,31,4,0,Roles,2017,2017-03-27,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
6876,1703274,2017-03-27,67.4186879160606,0.0,12.5,11.0,10.0,0.0,0,86,Monday,2017,13,1,0,0,0,0,0,31,4,0,Pastry,2017,2017-03-27,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
6873,1703271,2017-03-27,162.660207279858,0.0,12.5,11.0,10.0,0.0,0,86,Monday,2017,13,1,0,0,0,0,0,31,4,0,Bread,2017,2017-03-27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6875,1703273,2017-03-27,105.119114588585,0.0,12.5,11.0,10.0,0.0,0,86,Monday,2017,13,1,0,0,0,0,0,31,4,0,Croissant,2017,2017-03-27,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6878,1703281,2017-03-28,107.613301109633,0.0,13.875,7.0,0.0,0.0,1,87,Tuesday,2017,13,1,0,0,0,0,0,31,4,0,Bread,2017,2017-03-28,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
6880,1703283,2017-03-28,141.684536419139,0.0,13.875,7.0,0.0,0.0,1,87,Tuesday,2017,13,1,0,0,0,0,0,31,4,0,Croissant,2017,2017-03-28,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
6881,1703284,2017-03-28,69.5508750394699,0.0,13.875,7.0,0.0,0.0,1,87,Tuesday,2017,13,1,0,0,0,0,0,31,4,0,Pastry,2017,2017-03-28,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
