,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year
66,1307143,2013-07-14,3,320.626816189556,5.0,17.6875,15.0,5.0,0.0,6,195,Sunday,7,2013,28,3,1,0,0,0,0,31,2,0
71,1307153,2013-07-15,3,243.526401440661,6.0,18.7375,12.0,,0.0,0,196,Monday,7,2013,29,3,0,0,0,0,0,31,3,0
76,1307163,2013-07-16,3,287.415464972525,1.0,21.1875,10.0,,0.0,1,197,Tuesday,7,2013,29,3,0,0,0,0,0,31,3,0
81,1307173,2013-07-17,3,301.777437970497,5.0,22.5125,8.0,,0.0,2,198,Wednesday,7,2013,29,3,0,0,0,0,0,31,3,0
85,1307183,2013-07-18,3,250.426586853024,1.0,23.25,11.0,5.0,0.0,3,199,Thursday,7,2013,29,3,0,0,0,0,0,31,3,0
90,1307193,2013-07-19,3,287.18828629416,3.0,22.475,16.0,5.0,0.0,4,200,Friday,7,2013,29,3,0,0,0,0,0,31,3,0
95,1307203,2013-07-20,3,394.765674710477,0.0,23.1875,8.0,,0.0,5,201,Saturday,7,2013,29,3,1,0,0,0,0,31,3,0
100,1307213,2013-07-21,3,346.658236387984,0.0,26.375,8.0,,0.0,6,202,Sunday,7,2013,29,3,1,0,0,0,0,31,3,0
105,1307223,2013-07-22,3,297.712614415266,0.0,26.1,9.0,,0.0,0,203,Monday,7,2013,30,3,0,0,0,0,0,31,4,0
110,1307233,2013-07-23,3,323.301431663341,0.0,24.95,12.0,,0.0,1,204,Tuesday,7,2013,30,3,0,0,0,0,0,31,4,0
115,1307243,2013-07-24,3,328.023102507764,3.0,24.075,11.0,,0.0,2,205,Wednesday,7,2013,30,3,0,0,0,0,0,31,4,0
120,1307253,2013-07-25,3,280.809721012322,2.0,23.0875,9.0,,0.0,3,206,Thursday,7,2013,30,3,0,0,0,0,0,31,4,0
125,1307263,2013-07-26,3,352.293883343641,3.0,27.2625,6.0,,0.0,4,207,Friday,7,2013,30,3,0,0,0,0,0,31,4,0
130,1307273,2013-07-27,3,382.965879977945,1.0,26.1625,10.0,,0.0,5,208,Saturday,7,2013,30,3,1,0,0,0,0,31,4,0
134,1307283,2013-07-28,3,360.096105223697,4.0,24.8875,13.0,61.0,0.0,6,209,Sunday,7,2013,30,3,1,0,0,0,0,31,4,0
138,1307293,2013-07-29,3,356.033434735079,1.0,22.7875,10.0,,0.0,0,210,Monday,7,2013,31,3,0,0,0,0,0,31,5,0
142,1307303,2013-07-30,3,354.531775116541,5.0,21.075,13.0,21.0,0.0,1,211,Tuesday,7,2013,31,3,0,0,0,0,0,31,5,0
146,1307313,2013-07-31,3,321.075920611583,5.0,20.275,16.0,65.0,0.0,2,212,Wednesday,7,2013,31,3,0,0,1,0,0,31,5,0
150,1308013,2013-08-01,3,304.830310037868,6.0,23.4,7.0,21.0,0.0,3,213,Thursday,8,2013,31,3,0,1,0,0,0,31,1,0
155,1308023,2013-08-02,3,379.526700654912,0.0,31.4375,7.0,,0.0,4,214,Friday,8,2013,31,3,0,0,0,0,0,31,1,0
160,1308033,2013-08-03,3,454.705780795563,4.0,23.3625,11.0,63.0,0.0,5,215,Saturday,8,2013,31,3,1,0,0,0,0,31,1,0
165,1308043,2013-08-04,3,382.85648750844,3.0,23.05,8.0,,0.0,6,216,Sunday,8,2013,31,3,1,0,0,0,0,31,1,0
170,1308053,2013-08-05,3,331.615355447409,0.0,25.8,10.0,,0.0,0,217,Monday,8,2013,32,3,0,0,0,0,0,31,1,0
174,1308063,2013-08-06,3,344.104806694018,5.0,22.225,13.0,,0.0,1,218,Tuesday,8,2013,32,3,0,0,0,0,0,31,1,0
179,1308073,2013-08-07,3,341.483544581514,4.0,19.2125,8.0,,0.0,2,219,Wednesday,8,2013,32,3,0,0,0,0,0,31,1,0
184,1308083,2013-08-08,3,298.005519792868,7.0,16.975,12.0,20.0,0.0,3,220,Thursday,8,2013,32,3,0,0,0,0,0,31,2,0
189,1308093,2013-08-09,3,328.22992428157,4.0,20.3375,10.0,21.0,0.0,4,221,Friday,8,2013,32,3,0,0,0,0,0,31,2,0
194,1308103,2013-08-10,3,351.617029216224,7.0,19.3625,12.0,61.0,0.0,5,222,Saturday,8,2013,32,3,1,0,0,0,0,31,2,0
199,1308113,2013-08-11,3,341.033029953849,7.0,16.3875,9.0,61.0,0.0,6,223,Sunday,8,2013,32,3,1,0,0,0,0,31,2,0
204,1308123,2013-08-12,3,253.6233554703,7.0,16.45,11.0,63.0,0.0,0,224,Monday,8,2013,33,3,0,0,0,0,0,31,2,0
209,1308133,2013-08-13,3,271.591283834177,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,8,2013,33,3,0,0,0,0,0,31,2,0
214,1308143,2013-08-14,3,309.116290264651,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,8,2013,33,3,0,0,0,0,0,31,2,0
219,1308153,2013-08-15,3,266.575408936199,3.0,19.8,8.0,,0.0,3,227,Thursday,8,2013,33,3,0,0,0,0,0,31,3,0
224,1308163,2013-08-16,3,241.76897512804,4.0,23.575,11.0,0.0,0.0,4,228,Friday,8,2013,33,3,0,0,0,0,0,31,3,0
229,1308173,2013-08-17,3,280.170045804428,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,8,2013,33,3,1,0,0,0,0,31,3,0
234,1308183,2013-08-18,3,282.599786111443,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,8,2013,33,3,1,0,0,0,0,31,3,0
239,1308193,2013-08-19,3,249.391160860983,5.0,18.4875,8.0,,0.0,0,231,Monday,8,2013,34,3,0,0,0,0,0,31,3,0
244,1308203,2013-08-20,3,257.620799680939,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,8,2013,34,3,0,0,0,0,0,31,3,0
249,1308213,2013-08-21,3,271.133442105753,5.0,20.125,8.0,,0.0,2,233,Wednesday,8,2013,34,3,0,0,0,0,0,31,3,0
254,1308223,2013-08-22,3,229.323435589195,4.0,21.6625,8.0,,0.0,3,234,Thursday,8,2013,34,3,0,0,0,0,0,31,4,0
259,1308233,2013-08-23,3,260.926195756112,1.0,22.0375,14.0,,0.0,4,235,Friday,8,2013,34,3,0,0,0,0,0,31,4,0
264,1308243,2013-08-24,3,282.401869590288,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,8,2013,34,3,1,0,0,0,0,31,4,0
269,1308253,2013-08-25,3,360.817001197227,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,8,2013,34,3,1,0,0,0,0,31,4,0
274,1308263,2013-08-26,3,244.936370498996,0.0,20.125,15.0,5.0,0.0,0,238,Monday,8,2013,35,3,0,0,0,0,0,31,4,0
279,1308273,2013-08-27,3,251.053043195831,1.0,21.0875,12.0,,0.0,1,239,Tuesday,8,2013,35,3,0,0,0,0,0,31,4,0
284,1308283,2013-08-28,3,225.878194718714,0.0,21.3,7.0,,0.0,2,240,Wednesday,8,2013,35,3,0,0,0,0,0,31,4,0
289,1308293,2013-08-29,3,198.776407298801,3.0,20.2125,11.0,,0.0,3,241,Thursday,8,2013,35,3,0,0,0,0,0,31,5,0
294,1308303,2013-08-30,3,184.252334847289,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,8,2013,35,3,0,0,0,0,0,31,5,0
299,1308313,2013-08-31,3,265.410807550213,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,8,2013,35,3,1,0,1,0,0,31,5,0
304,1309013,2013-09-01,3,239.545084070735,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,9,2013,35,3,1,1,0,0,0,30,1,0
309,1309023,2013-09-02,3,165.884794599896,7.0,16.575,17.0,63.0,0.0,0,245,Monday,9,2013,36,3,0,0,0,0,0,30,1,0
314,1309033,2013-09-03,3,174.655491296255,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,9,2013,36,3,0,0,0,0,0,30,1,0
319,1309043,2013-09-04,3,162.83743839423,7.0,18.125,5.0,,0.0,2,247,Wednesday,9,2013,36,3,0,0,0,0,0,30,1,0
324,1309053,2013-09-05,3,155.795527807677,0.0,21.7,8.0,,0.0,3,248,Thursday,9,2013,36,3,0,0,0,0,0,30,1,0
329,1309063,2013-09-06,3,183.372780096599,0.0,24.7,9.0,,0.0,4,249,Friday,9,2013,36,3,0,0,0,0,0,30,1,0
334,1309073,2013-09-07,3,215.339022862711,6.0,22.7625,7.0,,0.0,5,250,Saturday,9,2013,36,3,1,0,0,0,0,30,1,0
339,1309083,2013-09-08,3,261.723925353895,7.0,20.1625,8.0,61.0,0.0,6,251,Sunday,9,2013,36,3,1,0,0,0,0,30,2,0
344,1309093,2013-09-09,3,155.698998919682,8.0,11.575,11.0,63.0,0.0,0,252,Monday,9,2013,37,3,0,0,0,0,0,30,2,0
349,1309103,2013-09-10,3,186.631885480156,6.0,13.5875,11.0,65.0,0.0,1,253,Tuesday,9,2013,37,3,0,0,0,0,0,30,2,0
354,1309113,2013-09-11,3,156.993834222857,6.0,13.9,8.0,61.0,0.0,2,254,Wednesday,9,2013,37,3,0,0,0,0,0,30,2,0
359,1309123,2013-09-12,3,128.957531070768,6.0,16.1125,6.0,61.0,0.0,3,255,Thursday,9,2013,37,3,0,0,0,0,0,30,2,0
364,1309133,2013-09-13,3,142.450922270702,6.0,17.4375,5.0,21.0,0.0,4,256,Friday,9,2013,37,3,0,0,0,0,0,30,2,0
369,1309143,2013-09-14,3,230.524249936583,5.0,17.625,10.0,63.0,0.0,5,257,Saturday,9,2013,37,3,1,0,0,0,0,30,2,0
374,1309153,2013-09-15,3,199.525819245624,7.0,14.8625,10.0,21.0,0.0,6,258,Sunday,9,2013,37,3,1,0,0,0,0,30,3,0
379,1309163,2013-09-16,3,150.458078596152,3.0,13.1375,13.0,21.0,0.0,0,259,Monday,9,2013,38,3,0,0,0,0,0,30,3,0
384,1309173,2013-09-17,3,121.601419092438,5.0,13.1375,10.0,63.0,0.0,1,260,Tuesday,9,2013,38,3,0,0,0,0,0,30,3,0
389,1309183,2013-09-18,3,123.430475306719,4.0,13.05,9.0,,0.0,2,261,Wednesday,9,2013,38,3,0,0,0,0,0,30,3,0
394,1309193,2013-09-19,3,127.595436733938,5.0,14.8375,11.0,63.0,0.0,3,262,Thursday,9,2013,38,3,0,0,0,0,0,30,3,0
399,1309203,2013-09-20,3,119.995567870545,7.0,13.525,6.0,,0.0,4,263,Friday,9,2013,38,3,0,0,0,0,0,30,3,0
404,1309213,2013-09-21,3,227.17812505778,7.0,15.35,9.0,,0.0,5,264,Saturday,9,2013,38,3,1,0,0,0,0,30,3,0
409,1309223,2013-09-22,3,216.025597526986,6.0,17.1375,14.0,21.0,0.0,6,265,Sunday,9,2013,38,3,1,0,0,0,0,30,4,0
414,1309233,2013-09-23,3,115.173949077037,7.0,17.3125,14.0,21.0,0.0,0,266,Monday,9,2013,39,3,0,0,0,0,0,30,4,0
419,1309243,2013-09-24,3,107.515311254663,8.0,15.7375,10.0,,0.0,1,267,Tuesday,9,2013,39,3,0,0,0,0,0,30,4,0
424,1309253,2013-09-25,3,133.455357081465,6.0,13.5375,7.0,61.0,0.0,2,268,Wednesday,9,2013,39,3,0,0,0,0,0,30,4,0
429,1309263,2013-09-26,3,111.331440019646,1.0,12.9875,12.0,,0.0,3,269,Thursday,9,2013,39,3,0,0,0,0,0,30,4,0
434,1309273,2013-09-27,3,102.187864090432,5.0,13.0125,8.0,21.0,0.0,4,270,Friday,9,2013,39,3,0,0,0,0,0,30,4,0
439,1309283,2013-09-28,3,247.995826181906,0.0,13.1,8.0,,0.0,5,271,Saturday,9,2013,39,3,1,0,0,0,0,30,4,0
444,1309293,2013-09-29,3,194.986111359586,3.0,14.175,12.0,,0.0,6,272,Sunday,9,2013,39,3,1,0,0,0,0,30,5,0
449,1309303,2013-09-30,3,141.992865332313,1.0,12.825,14.0,,0.0,0,273,Monday,9,2013,40,3,0,0,1,0,0,30,5,0
454,1310013,2013-10-01,3,135.614594111775,0.0,12.9125,13.0,5.0,0.0,1,274,Tuesday,10,2013,40,4,0,1,0,0,0,31,1,0
459,1310023,2013-10-02,3,156.465804020451,1.0,12.7,10.0,,0.0,2,275,Wednesday,10,2013,40,4,0,0,0,0,0,31,1,0
464,1310033,2013-10-03,3,192.293311340733,0.0,11.7625,12.0,5.0,0.0,3,276,Thursday,10,2013,40,4,0,0,0,0,0,31,1,0
469,1310043,2013-10-04,3,179.301551909794,5.0,11.2,8.0,63.0,0.0,4,277,Friday,10,2013,40,4,0,0,0,0,0,31,1,0
474,1310053,2013-10-05,3,225.910066727439,7.0,15.575,8.0,20.0,0.0,5,278,Saturday,10,2013,40,4,1,0,0,0,0,31,1,0
479,1310063,2013-10-06,3,225.346819831364,7.0,15.25,6.0,,0.0,6,279,Sunday,10,2013,40,4,1,0,0,0,0,31,1,0
484,1310073,2013-10-07,3,146.80201055568,1.0,16.275,7.0,,0.0,0,280,Monday,10,2013,41,4,0,0,0,0,0,31,1,0
489,1310083,2013-10-08,3,179.71807625926,6.0,15.1125,8.0,61.0,0.0,1,281,Tuesday,10,2013,41,4,0,0,0,0,0,31,2,0
494,1310093,2013-10-09,3,153.104643981133,7.0,14.3125,10.0,21.0,0.0,2,282,Wednesday,10,2013,41,4,0,0,0,0,0,31,2,0
499,1310103,2013-10-10,3,157.491453078096,5.0,10.975,6.0,,0.0,3,283,Thursday,10,2013,41,4,0,0,0,0,0,31,2,0
504,1310113,2013-10-11,3,166.021960265633,7.0,13.8625,20.0,10.0,0.0,4,284,Friday,10,2013,41,4,0,0,0,0,0,31,2,0
509,1310123,2013-10-12,3,204.748697582742,8.0,13.025,21.0,63.0,0.0,5,285,Saturday,10,2013,41,4,1,0,0,0,0,31,2,0
514,1310133,2013-10-13,3,187.165299913108,5.0,10.8625,5.0,,0.0,6,286,Sunday,10,2013,41,4,1,0,0,0,0,31,2,0
519,1310143,2013-10-14,3,155.668175429767,2.0,12.525,6.0,,0.0,0,287,Monday,10,2013,42,4,0,0,0,0,0,31,2,0
524,1310153,2013-10-15,3,127.284237581592,7.0,10.6625,4.0,63.0,0.0,1,288,Tuesday,10,2013,42,4,0,0,0,0,0,31,3,0
529,1310163,2013-10-16,3,143.148086490441,8.0,12.275,7.0,,0.0,2,289,Wednesday,10,2013,42,4,0,0,0,0,0,31,3,0
534,1310173,2013-10-17,3,138.523531007126,7.0,12.0,15.0,65.0,0.0,3,290,Thursday,10,2013,42,4,0,0,0,0,0,31,3,0
539,1310183,2013-10-18,3,154.060413787211,1.0,9.075,9.0,,0.0,4,291,Friday,10,2013,42,4,0,0,0,0,0,31,3,0
544,1310193,2013-10-19,3,218.403804936665,7.0,9.45,9.0,,0.0,5,292,Saturday,10,2013,42,4,1,0,0,0,0,31,3,0
549,1310203,2013-10-20,3,184.738688804128,7.0,15.1875,8.0,21.0,0.0,6,293,Sunday,10,2013,42,4,1,0,0,0,0,31,3,0
554,1310213,2013-10-21,3,158.600060112572,7.0,14.2625,8.0,61.0,0.0,0,294,Monday,10,2013,43,4,0,0,0,0,0,31,3,0
559,1310223,2013-10-22,3,124.349835290535,2.0,17.6375,7.0,,0.0,1,295,Tuesday,10,2013,43,4,0,0,0,0,0,31,4,0
564,1310233,2013-10-23,3,127.206231759846,6.0,17.675,9.0,,0.0,2,296,Wednesday,10,2013,43,4,0,0,0,0,0,31,4,0
569,1310243,2013-10-24,3,156.231332746406,5.0,12.6875,12.0,61.0,0.0,3,297,Thursday,10,2013,43,4,0,0,0,0,0,31,4,0
575,1310253,2013-10-25,3,160.591057645463,7.0,11.8875,7.0,61.0,0.0,4,298,Friday,10,2013,43,4,0,0,0,0,0,31,4,0
581,1310263,2013-10-26,3,189.242202262172,5.0,16.775,10.0,21.0,0.0,5,299,Saturday,10,2013,43,4,1,0,0,0,0,31,4,0
587,1310273,2013-10-27,3,190.712737133049,6.0,14.9875,16.0,65.0,0.0,6,300,Sunday,10,2013,43,4,1,0,0,0,0,31,4,0
593,1310283,2013-10-28,3,133.336139828081,7.0,14.3625,29.0,63.0,0.0,0,301,Monday,10,2013,44,4,0,0,0,0,0,31,4,0
598,1310293,2013-10-29,3,140.485738793355,7.0,10.775,17.0,63.0,0.0,1,302,Tuesday,10,2013,44,4,0,0,0,0,0,31,5,0
604,1310303,2013-10-30,3,130.066409188398,6.0,10.4375,10.0,61.0,0.0,2,303,Wednesday,10,2013,44,4,0,0,0,0,0,31,5,0
610,1310313,2013-10-31,3,131.888004220895,5.0,11.1625,13.0,21.0,0.0,3,304,Thursday,10,2013,44,4,0,0,1,0,0,31,5,0
616,1311013,2013-11-01,3,131.595462324601,8.0,10.625,9.0,63.0,0.0,4,305,Friday,11,2013,44,4,0,1,0,0,0,30,1,0
622,1311023,2013-11-02,3,196.1559913362,8.0,8.8875,3.0,63.0,0.0,5,306,Saturday,11,2013,44,4,1,0,0,0,0,30,1,0
628,1311033,2013-11-03,3,170.032963538546,6.0,10.7,15.0,21.0,0.0,6,307,Sunday,11,2013,44,4,1,0,0,0,0,30,1,0
634,1311043,2013-11-04,3,127.268329765293,7.0,6.8375,7.0,63.0,0.0,0,308,Monday,11,2013,45,4,0,0,0,0,0,30,1,0
639,1311053,2013-11-05,3,103.887044199963,4.0,8.9,12.0,61.0,0.0,1,309,Tuesday,11,2013,45,4,0,0,0,0,0,30,1,0
645,1311063,2013-11-06,3,79.0889861643745,4.0,8.1375,12.0,63.0,0.0,2,310,Wednesday,11,2013,45,4,0,0,0,0,0,30,1,0
651,1311073,2013-11-07,3,122.745430561521,6.0,9.5,10.0,61.0,0.0,3,311,Thursday,11,2013,45,4,0,0,0,0,0,30,1,0
657,1311083,2013-11-08,3,101.771889831401,3.0,9.325,9.0,,0.0,4,312,Friday,11,2013,45,4,0,0,0,0,0,30,2,0
663,1311093,2013-11-09,3,136.287645125254,5.0,7.7,16.0,63.0,0.0,5,313,Saturday,11,2013,45,4,1,0,0,0,0,30,2,0
669,1311103,2013-11-10,3,190.963900511964,2.0,6.9875,12.0,63.0,0.0,6,314,Sunday,11,2013,45,4,1,0,0,0,0,30,2,0
675,1311113,2013-11-11,3,120.162641671644,2.0,8.3125,5.0,,0.0,0,315,Monday,11,2013,46,4,0,0,0,0,0,30,2,0
681,1311123,2013-11-12,3,107.253206740507,7.0,5.9375,9.0,61.0,0.0,1,316,Tuesday,11,2013,46,4,0,0,0,0,0,30,2,0
687,1311133,2013-11-13,3,119.867748504171,1.0,8.8,12.0,0.0,0.0,2,317,Wednesday,11,2013,46,4,0,0,0,0,0,30,2,0
693,1311143,2013-11-14,3,69.8361305530764,5.0,6.9375,9.0,21.0,0.0,3,318,Thursday,11,2013,46,4,0,0,0,0,0,30,2,0
699,1311153,2013-11-15,3,93.6794869368266,7.0,6.45,6.0,21.0,0.0,4,319,Friday,11,2013,46,4,0,0,0,0,0,30,3,0
705,1311163,2013-11-16,3,137.151643129665,8.0,8.875,12.0,,0.0,5,320,Saturday,11,2013,46,4,1,0,0,0,0,30,3,0
711,1311173,2013-11-17,3,219.230607681238,2.0,8.8875,8.0,0.0,0.0,6,321,Sunday,11,2013,46,4,1,0,0,0,0,30,3,0
717,1311183,2013-11-18,3,91.0125010507372,7.0,6.65,5.0,63.0,0.0,0,322,Monday,11,2013,47,4,0,0,0,0,0,30,3,0
723,1311193,2013-11-19,3,82.9422221901555,8.0,5.8375,8.0,61.0,0.0,1,323,Tuesday,11,2013,47,4,0,0,0,0,0,30,3,0
729,1311203,2013-11-20,3,97.7892812341537,6.0,3.85,6.0,,0.0,2,324,Wednesday,11,2013,47,4,0,0,0,0,0,30,3,0
735,1311213,2013-11-21,3,101.903925231963,2.0,3.275,8.0,10.0,0.0,3,325,Thursday,11,2013,47,4,0,0,0,0,0,30,3,0
741,1311223,2013-11-22,3,93.0736046522105,7.0,5.375,10.0,21.0,0.0,4,326,Friday,11,2013,47,4,0,0,0,0,0,30,4,0
747,1311233,2013-11-23,3,174.47896691478,3.0,4.9125,6.0,,0.0,5,327,Saturday,11,2013,47,4,1,0,0,0,0,30,4,0
753,1311243,2013-11-24,3,256.642590494745,0.0,4.6,16.0,,0.0,6,328,Sunday,11,2013,47,4,1,0,0,0,0,30,4,0
759,1311253,2013-11-25,3,73.4033326848311,0.0,3.7,10.0,,0.0,0,329,Monday,11,2013,48,4,0,0,0,0,0,30,4,0
765,1311263,2013-11-26,3,102.058774564762,2.0,2.3125,6.0,,0.0,1,330,Tuesday,11,2013,48,4,0,0,0,0,0,30,4,0
771,1311273,2013-11-27,3,73.1540919998792,8.0,7.3125,12.0,61.0,0.0,2,331,Wednesday,11,2013,48,4,0,0,0,0,0,30,4,0
777,1311283,2013-11-28,3,111.25498488686,2.0,8.025,18.0,,0.0,3,332,Thursday,11,2013,48,4,0,0,0,0,0,30,4,0
783,1311293,2013-11-29,3,98.1353983496204,8.0,5.9875,11.0,63.0,0.0,4,333,Friday,11,2013,48,4,0,0,0,0,0,30,5,0
789,1311303,2013-11-30,3,113.559536109209,7.0,5.525,10.0,20.0,0.0,5,334,Saturday,11,2013,48,4,1,0,1,0,0,30,5,0
794,1312013,2013-12-01,3,192.108648794295,5.0,8.6625,20.0,61.0,0.0,6,335,Sunday,12,2013,48,4,1,1,0,0,0,31,1,0
800,1312023,2013-12-02,3,112.729510161019,0.0,3.0625,4.0,10.0,0.0,0,336,Monday,12,2013,49,4,0,0,0,0,0,31,1,0
806,1312033,2013-12-03,3,112.863485924238,8.0,1.7125,6.0,28.0,0.0,1,337,Tuesday,12,2013,49,4,0,0,0,0,0,31,1,0
812,1312043,2013-12-04,3,118.598952445714,7.0,5.85,11.0,63.0,0.0,2,338,Wednesday,12,2013,49,4,0,0,0,0,0,31,1,0
818,1312053,2013-12-05,3,114.608744793432,7.0,4.4625,24.0,63.0,0.0,3,339,Thursday,12,2013,49,4,0,0,0,0,0,31,1,0
824,1312063,2013-12-06,3,72.7803476565256,6.0,1.7875,25.0,73.0,0.0,4,340,Friday,12,2013,49,4,0,0,0,0,0,31,1,0
830,1312073,2013-12-07,3,116.79937370528,5.0,1.0,11.0,22.0,0.0,5,341,Saturday,12,2013,49,4,1,0,0,0,0,31,1,0
836,1312083,2013-12-08,3,169.017349331006,8.0,6.975,16.0,63.0,0.0,6,342,Sunday,12,2013,49,4,1,0,0,0,0,31,2,0
842,1312093,2013-12-09,3,104.226092074174,7.0,9.2375,10.0,45.0,0.0,0,343,Monday,12,2013,50,4,0,0,0,0,0,31,2,0
848,1312103,2013-12-10,3,112.124568350855,7.0,7.1875,8.0,61.0,0.0,1,344,Tuesday,12,2013,50,4,0,0,0,0,0,31,2,0
854,1312113,2013-12-11,3,76.939456885603,7.0,5.025,9.0,10.0,0.0,2,345,Wednesday,12,2013,50,4,0,0,0,0,0,31,2,0
860,1312123,2013-12-12,3,99.2007093905854,8.0,2.525,8.0,28.0,0.0,3,346,Thursday,12,2013,50,4,0,0,0,0,0,31,2,0
866,1312133,2013-12-13,3,66.2056003249106,7.0,3.5375,6.0,61.0,0.0,4,347,Friday,12,2013,50,4,0,0,0,0,0,31,2,0
871,1312143,2013-12-14,3,103.130500344652,7.0,3.0125,7.0,61.0,0.0,5,348,Saturday,12,2013,50,4,1,0,0,0,0,31,2,0
876,1312153,2013-12-15,3,188.326403909678,8.0,7.925,12.0,61.0,0.0,6,349,Sunday,12,2013,50,4,1,0,0,0,0,31,3,0
882,1312163,2013-12-16,3,72.9462694852638,8.0,8.775,12.0,,0.0,0,350,Monday,12,2013,51,4,0,0,0,0,0,31,3,0
888,1312173,2013-12-17,3,88.8118459700858,8.0,4.95,8.0,61.0,0.0,1,351,Tuesday,12,2013,51,4,0,0,0,0,0,31,3,0
894,1312183,2013-12-18,3,78.6704329646384,7.0,6.85,8.0,10.0,0.0,2,352,Wednesday,12,2013,51,4,0,0,0,0,0,31,3,0
900,1312193,2013-12-19,3,66.4245588886188,7.0,7.4,10.0,63.0,0.0,3,353,Thursday,12,2013,51,4,0,0,0,0,0,31,3,0
906,1312203,2013-12-20,3,91.3320661013639,7.0,5.2875,10.0,61.0,0.0,4,354,Friday,12,2013,51,4,0,0,0,0,0,31,3,0
912,1312213,2013-12-21,3,120.97859354729,8.0,6.5625,13.0,63.0,0.0,5,355,Saturday,12,2013,51,4,1,0,0,0,0,31,3,0
918,1312223,2013-12-22,3,145.07834868862,7.0,8.1375,12.0,61.0,0.0,6,356,Sunday,12,2013,51,4,1,0,0,0,0,31,4,0
924,1312233,2013-12-23,3,129.105729760414,3.0,5.4875,10.0,,0.0,0,357,Monday,12,2013,52,4,0,0,0,0,0,31,4,0
930,1312243,2013-12-24,3,131.060157748043,7.0,11.4375,18.0,61.0,0.0,1,358,Tuesday,12,2013,52,4,0,0,0,0,0,31,4,0
935,1312273,2013-12-27,3,155.11961993256,7.0,5.7625,15.0,63.0,0.0,4,361,Friday,12,2013,52,4,0,0,0,0,0,31,4,0
940,1312293,2013-12-29,3,186.144873761997,7.0,5.7125,9.0,63.0,0.0,6,363,Sunday,12,2013,52,4,1,0,0,0,0,31,5,0
946,1312303,2013-12-30,3,187.939016759106,4.0,4.75,11.0,10.0,0.0,0,364,Monday,12,2013,1,4,0,0,0,0,0,31,5,0
951,1312313,2013-12-31,3,192.198716551642,4.0,5.0375,7.0,,0.0,1,365,Tuesday,12,2013,1,4,0,0,1,0,1,31,5,0
955,1401023,2014-01-02,3,142.307970667817,7.0,6.25,9.0,63.0,0.0,3,2,Thursday,1,2014,1,1,0,0,0,0,0,31,1,0
961,1401033,2014-01-03,3,99.6058148024772,7.0,6.8375,10.0,63.0,0.0,4,3,Friday,1,2014,1,1,0,0,0,0,0,31,1,0
966,1401043,2014-01-04,3,176.104155461342,5.0,6.9375,11.0,,0.0,5,4,Saturday,1,2014,1,1,1,0,0,0,0,31,1,0
971,1401053,2014-01-05,3,178.657856307418,7.0,6.1875,11.0,63.0,0.0,6,5,Sunday,1,2014,1,1,1,0,0,0,0,31,1,0
976,1401063,2014-01-06,3,96.4413422236739,7.0,7.9125,11.0,65.0,0.0,0,6,Monday,1,2014,2,1,0,0,0,0,0,31,1,0
981,1401073,2014-01-07,3,112.998810300322,7.0,10.4375,13.0,,0.0,1,7,Tuesday,1,2014,2,1,0,0,0,0,0,31,1,0
986,1401083,2014-01-08,3,110.955888544422,7.0,8.6375,15.0,63.0,0.0,2,8,Wednesday,1,2014,2,1,0,0,0,0,0,31,2,0
991,1401093,2014-01-09,3,83.9980788562239,7.0,9.6125,16.0,61.0,0.0,3,9,Thursday,1,2014,2,1,0,0,0,0,0,31,2,0
996,1401103,2014-01-10,3,95.5815560630447,7.0,6.6375,17.0,61.0,0.0,4,10,Friday,1,2014,2,1,0,0,0,0,0,31,2,0
1001,1401113,2014-01-11,3,135.297629284998,7.0,5.5875,18.0,63.0,0.0,5,11,Saturday,1,2014,2,1,1,0,0,0,0,31,2,0
1006,1401123,2014-01-12,3,219.451253434072,2.0,5.525,16.0,21.0,0.0,6,12,Sunday,1,2014,2,1,1,0,0,0,0,31,2,0
1011,1401133,2014-01-13,3,91.9494027091745,8.0,3.1375,10.0,69.0,0.0,0,13,Monday,1,2014,3,1,0,0,0,0,0,31,2,0
1016,1401143,2014-01-14,3,122.777586804221,6.0,4.225,6.0,28.0,0.0,1,14,Tuesday,1,2014,3,1,0,0,0,0,0,31,2,0
1021,1401153,2014-01-15,3,87.3664607700347,7.0,3.228571,7.0,28.0,0.0,2,15,Wednesday,1,2014,3,1,0,0,0,0,0,31,3,0
1026,1401163,2014-01-16,3,96.8634711145641,8.0,2.7375,9.0,63.0,0.0,3,16,Thursday,1,2014,3,1,0,0,0,0,0,31,3,0
