,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Umsatz,KielerWoche,weekday,dayofyear,day_of_week,Product_type,Year,Date,Warengruppe_1.0,Warengruppe_2.0,Warengruppe_3.0,Warengruppe_4.0,Warengruppe_5.0,Warengruppe_6.0,day_of_week_enc_1.0,day_of_week_enc_2.0,day_of_week_enc_3.0,day_of_week_enc_4.0,day_of_week_enc_5.0,day_of_week_enc_6.0,day_of_week_enc_7.0,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
4538,2015-12-15,7.0,5.5,8.0,61.0,1512153.0,97.4589956086864,0.0,1.0,349.0,Tuesday,Croissant,2015.0,2015-12-15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4544,2015-12-16,8.0,6.25,7.0,10.0,1512163.0,74.1859539243799,0.0,2.0,350.0,Wednesday,Croissant,2015.0,2015-12-16,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4550,2015-12-17,7.0,11.875,9.0,53.0,1512173.0,85.4781007686427,0.0,3.0,351.0,Thursday,Croissant,2015.0,2015-12-17,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4556,2015-12-18,8.0,10.375,15.0,61.0,1512183.0,70.3918910072538,0.0,4.0,352.0,Friday,Croissant,2015.0,2015-12-18,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4562,2015-12-19,6.0,11.375,10.0,0.0,1512193.0,84.5745459337765,0.0,5.0,353.0,Saturday,Croissant,2015.0,2015-12-19,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4568,2015-12-20,5.0,12.5,9.0,,1512203.0,97.3754025532662,0.0,6.0,354.0,Sunday,Croissant,2015.0,2015-12-20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4574,2015-12-21,7.0,10.25,14.0,21.0,1512213.0,97.1686358768173,0.0,0.0,355.0,Monday,Croissant,2015.0,2015-12-21,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4580,2015-12-22,7.0,11.25,17.0,61.0,1512223.0,89.327573330566,0.0,1.0,356.0,Tuesday,Croissant,2015.0,2015-12-22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4586,2015-12-23,6.0,10.375,20.0,61.0,1512233.0,103.056845595438,0.0,2.0,357.0,Wednesday,Croissant,2015.0,2015-12-23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4592,2015-12-24,3.0,8.375,11.0,61.0,1512243.0,137.024357889754,0.0,3.0,358.0,Thursday,Croissant,2015.0,2015-12-24,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4598,2015-12-27,7.0,10.875,15.0,61.0,1512273.0,139.175735437382,0.0,6.0,361.0,Sunday,Croissant,2015.0,2015-12-27,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4604,2015-12-28,8.0,4.75,11.0,,1512283.0,165.711268017584,0.0,0.0,362.0,Monday,Croissant,2015.0,2015-12-28,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4610,2015-12-29,7.0,5.125,11.0,,1512293.0,162.948539436162,0.0,1.0,363.0,Tuesday,Croissant,2015.0,2015-12-29,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4616,2015-12-30,8.0,5.25,9.0,0.0,1512303.0,198.531538169955,0.0,2.0,364.0,Wednesday,Croissant,2015.0,2015-12-30,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4622,2015-12-31,7.0,2.0,10.0,61.0,1512313.0,208.660491671414,0.0,3.0,365.0,Thursday,Croissant,2015.0,2015-12-31,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
4627,2016-01-02,8.0,0.0,16.0,10.0,1601023.0,182.703831244386,0.0,5.0,2.0,Saturday,Croissant,2016.0,2016-01-02,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4632,2016-01-03,7.0,-5.5,13.0,0.0,1601033.0,164.859005761667,0.0,6.0,3.0,Sunday,Croissant,2016.0,2016-01-03,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4637,2016-01-04,5.0,-6.0,15.0,10.0,1601043.0,125.661184368252,0.0,0.0,4.0,Monday,Croissant,2016.0,2016-01-04,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4642,2016-01-05,1.0,-3.625,14.0,5.0,1601053.0,101.23954835125,0.0,1.0,5.0,Tuesday,Croissant,2016.0,2016-01-05,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4647,2016-01-06,0.0,-3.0,12.0,5.0,1601063.0,77.6448105535074,0.0,2.0,6.0,Wednesday,Croissant,2016.0,2016-01-06,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4652,2016-01-07,7.0,-4.0,13.0,22.0,1601073.0,89.7986360923816,0.0,3.0,7.0,Thursday,Croissant,2016.0,2016-01-07,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4657,2016-01-08,7.0,1.75,20.0,61.0,1601083.0,62.3059143752801,0.0,4.0,8.0,Friday,Croissant,2016.0,2016-01-08,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4662,2016-01-09,4.0,2.875,6.0,21.0,1601093.0,131.135214043175,0.0,5.0,9.0,Saturday,Croissant,2016.0,2016-01-09,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4667,2016-01-10,7.0,2.125,8.0,63.0,1601103.0,133.842985475896,0.0,6.0,10.0,Sunday,Croissant,2016.0,2016-01-10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4672,2016-01-11,7.0,2.5,6.0,45.0,1601113.0,85.8697308053528,0.0,0.0,11.0,Monday,Croissant,2016.0,2016-01-11,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4677,2016-01-12,7.0,4.0,8.0,63.0,1601123.0,97.1292028532515,0.0,1.0,12.0,Tuesday,Croissant,2016.0,2016-01-12,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4682,2016-01-13,8.0,1.875,14.0,61.0,1601133.0,76.6672503579133,0.0,2.0,13.0,Wednesday,Croissant,2016.0,2016-01-13,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4687,2016-01-14,6.0,1.75,6.0,10.0,1601143.0,84.4716470314345,0.0,3.0,14.0,Thursday,Croissant,2016.0,2016-01-14,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4692,2016-01-15,7.0,2.125,12.0,10.0,1601153.0,77.2434255197582,0.0,4.0,15.0,Friday,Croissant,2016.0,2016-01-15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4697,2016-01-16,7.0,0.5,5.0,10.0,1601163.0,115.665082036361,0.0,5.0,16.0,Saturday,Croissant,2016.0,2016-01-16,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4702,2016-01-17,3.0,-1.375,9.0,,1601173.0,172.589343024335,0.0,6.0,17.0,Sunday,Croissant,2016.0,2016-01-17,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4707,2016-01-18,6.0,-1.75,6.0,10.0,1601183.0,75.7081265683294,0.0,0.0,18.0,Monday,Croissant,2016.0,2016-01-18,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4712,2016-01-19,7.0,-2.5,10.0,73.0,1601193.0,89.795126229029,0.0,1.0,19.0,Tuesday,Croissant,2016.0,2016-01-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4717,2016-01-20,7.0,-1.625,8.0,28.0,1601203.0,107.303400705441,0.0,2.0,20.0,Wednesday,Croissant,2016.0,2016-01-20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4722,2016-01-21,4.0,-4.875,5.0,20.0,1601213.0,101.506722935716,0.0,3.0,21.0,Thursday,Croissant,2016.0,2016-01-21,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4727,2016-01-22,1.0,-3.0,7.0,10.0,1601223.0,65.7203857155031,0.0,4.0,22.0,Friday,Croissant,2016.0,2016-01-22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4732,2016-01-23,6.0,3.125,6.0,49.0,1601233.0,97.7792786852686,0.0,5.0,23.0,Saturday,Croissant,2016.0,2016-01-23,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4737,2016-01-24,7.0,5.125,7.0,10.0,1601243.0,151.068199970058,0.0,6.0,24.0,Sunday,Croissant,2016.0,2016-01-24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4742,2016-01-25,8.0,9.0,9.0,45.0,1601253.0,80.5316812843894,0.0,0.0,25.0,Monday,Croissant,2016.0,2016-01-25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4747,2016-01-26,7.0,7.875,9.0,,1601263.0,56.1255091629798,0.0,1.0,26.0,Tuesday,Croissant,2016.0,2016-01-26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4752,2016-01-27,7.0,10.375,15.0,61.0,1601273.0,104.49661880823,0.0,2.0,27.0,Wednesday,Croissant,2016.0,2016-01-27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4757,2016-01-28,5.0,6.75,16.0,21.0,1601283.0,69.5372348970724,0.0,3.0,28.0,Thursday,Croissant,2016.0,2016-01-28,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4762,2016-01-29,7.0,8.125,17.0,61.0,1601293.0,77.2674236690111,0.0,4.0,29.0,Friday,Croissant,2016.0,2016-01-29,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4767,2016-01-30,7.0,6.625,17.0,65.0,1601303.0,101.154895981059,0.0,5.0,30.0,Saturday,Croissant,2016.0,2016-01-30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4772,2016-01-31,6.0,4.125,13.0,61.0,1601313.0,116.036789722019,0.0,6.0,31.0,Sunday,Croissant,2016.0,2016-01-31,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3.0
4777,2016-02-01,7.0,7.875,21.0,61.0,1602013.0,79.6701465240555,0.0,0.0,32.0,Monday,Croissant,2016.0,2016-02-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4782,2016-02-02,6.0,7.5,20.0,61.0,1602023.0,77.7235209476192,0.0,1.0,33.0,Tuesday,Croissant,2016.0,2016-02-02,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4787,2016-02-03,6.0,4.75,15.0,61.0,1602033.0,77.0896272256222,0.0,2.0,34.0,Wednesday,Croissant,2016.0,2016-02-03,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4792,2016-02-04,5.0,4.25,12.0,22.0,1602043.0,89.2085750628842,0.0,3.0,35.0,Thursday,Croissant,2016.0,2016-02-04,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4797,2016-02-05,7.0,4.5,10.0,61.0,1602053.0,80.809542590926,0.0,4.0,36.0,Friday,Croissant,2016.0,2016-02-05,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4802,2016-02-06,7.0,9.375,11.0,21.0,1602063.0,106.75536822121,0.0,5.0,37.0,Saturday,Croissant,2016.0,2016-02-06,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4807,2016-02-07,6.0,9.75,12.0,21.0,1602073.0,140.818372036017,0.0,6.0,38.0,Sunday,Croissant,2016.0,2016-02-07,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4812,2016-02-08,7.0,8.5,16.0,63.0,1602083.0,102.447839075974,0.0,0.0,39.0,Monday,Croissant,2016.0,2016-02-08,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4817,2016-02-09,5.0,6.75,15.0,61.0,1602093.0,87.6022418913691,0.0,1.0,40.0,Tuesday,Croissant,2016.0,2016-02-09,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4822,2016-02-10,7.0,3.75,9.0,61.0,1602103.0,80.2737824771539,0.0,2.0,41.0,Wednesday,Croissant,2016.0,2016-02-10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4827,2016-02-11,7.0,5.25,7.0,61.0,1602113.0,91.3535120777711,0.0,3.0,42.0,Thursday,Croissant,2016.0,2016-02-11,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4832,2016-02-12,7.0,3.5,6.0,61.0,1602123.0,69.5290464094912,0.0,4.0,43.0,Friday,Croissant,2016.0,2016-02-12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4837,2016-02-13,6.0,2.0,8.0,20.0,1602133.0,100.464402718773,0.0,5.0,44.0,Saturday,Croissant,2016.0,2016-02-13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4842,2016-02-14,8.0,2.875,20.0,61.0,1602143.0,131.727380612779,0.0,6.0,45.0,Sunday,Croissant,2016.0,2016-02-14,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4847,2016-02-15,8.0,0.75,14.0,,1602153.0,108.081387650254,0.0,0.0,46.0,Monday,Croissant,2016.0,2016-02-15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4852,2016-02-16,0.0,2.125,5.0,,1602163.0,99.6986074709854,0.0,1.0,47.0,Tuesday,Croissant,2016.0,2016-02-16,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4857,2016-02-17,1.0,1.75,10.0,0.0,1602173.0,84.1453099145737,0.0,2.0,48.0,Wednesday,Croissant,2016.0,2016-02-17,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4862,2016-02-18,5.0,1.875,6.0,10.0,1602183.0,101.652557123811,0.0,3.0,49.0,Thursday,Croissant,2016.0,2016-02-18,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4867,2016-02-19,7.0,3.25,6.0,61.0,1602193.0,92.6908944831849,0.0,4.0,50.0,Friday,Croissant,2016.0,2016-02-19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4872,2016-02-20,7.0,6.0,12.0,61.0,1602203.0,91.426660400694,0.0,5.0,51.0,Saturday,Croissant,2016.0,2016-02-20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4877,2016-02-21,7.0,6.875,12.0,61.0,1602213.0,121.873805988119,0.0,6.0,52.0,Sunday,Croissant,2016.0,2016-02-21,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4882,2016-02-22,6.0,5.875,15.0,61.0,1602223.0,72.3768680167102,0.0,0.0,53.0,Monday,Croissant,2016.0,2016-02-22,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4887,2016-02-23,4.0,6.125,17.0,61.0,1602233.0,107.661963735703,0.0,1.0,54.0,Tuesday,Croissant,2016.0,2016-02-23,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4892,2016-02-24,3.0,4.0,15.0,61.0,1602243.0,83.7317916112599,0.0,2.0,55.0,Wednesday,Croissant,2016.0,2016-02-24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4897,2016-02-25,6.0,3.5,10.0,53.0,1602253.0,58.8933306111358,0.0,3.0,56.0,Thursday,Croissant,2016.0,2016-02-25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4902,2016-02-26,6.0,3.625,8.0,,1602263.0,89.2970054722185,0.0,4.0,57.0,Friday,Croissant,2016.0,2016-02-26,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4907,2016-02-27,4.0,1.5,5.0,45.0,1602273.0,112.734042896824,0.0,5.0,58.0,Saturday,Croissant,2016.0,2016-02-27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4912,2016-02-28,1.0,3.5,6.0,0.0,1602283.0,143.402789700727,0.0,6.0,59.0,Sunday,Croissant,2016.0,2016-02-28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4917,2016-02-29,7.0,2.125,10.0,0.0,1602293.0,85.4670939199535,0.0,0.0,60.0,Monday,Croissant,2016.0,2016-02-29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0
4922,2016-03-01,5.0,2.25,8.0,,1603013.0,71.0119127390675,0.0,1.0,61.0,Tuesday,Croissant,2016.0,2016-03-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4927,2016-03-02,7.0,5.0,16.0,63.0,1603023.0,93.7217542076897,0.0,2.0,62.0,Wednesday,Croissant,2016.0,2016-03-02,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4932,2016-03-03,7.0,4.75,5.0,21.0,1603033.0,88.9616745803378,0.0,3.0,63.0,Thursday,Croissant,2016.0,2016-03-03,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4937,2016-03-04,2.0,3.875,9.0,10.0,1603043.0,98.7464106170893,0.0,4.0,64.0,Friday,Croissant,2016.0,2016-03-04,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4942,2016-03-05,8.0,3.25,5.0,61.0,1603053.0,105.454582350578,0.0,5.0,65.0,Saturday,Croissant,2016.0,2016-03-05,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4947,2016-03-06,7.0,4.5,11.0,10.0,1603063.0,125.253628707352,0.0,6.0,66.0,Sunday,Croissant,2016.0,2016-03-06,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4952,2016-03-07,6.0,4.75,10.0,20.0,1603073.0,104.963466896837,0.0,0.0,67.0,Monday,Croissant,2016.0,2016-03-07,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4957,2016-03-08,6.0,5.0,10.0,61.0,1603083.0,73.2317211493194,0.0,1.0,68.0,Tuesday,Croissant,2016.0,2016-03-08,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4962,2016-03-09,0.0,6.75,9.0,5.0,1603093.0,112.702195949417,0.0,2.0,69.0,Wednesday,Croissant,2016.0,2016-03-09,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4966,2016-03-10,8.0,4.375,11.0,10.0,1603103.0,60.8341417156009,0.0,3.0,70.0,Thursday,Croissant,2016.0,2016-03-10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4971,2016-03-11,8.0,3.5,11.0,,1603113.0,91.4520450012182,0.0,4.0,71.0,Friday,Croissant,2016.0,2016-03-11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4976,2016-03-12,8.0,2.75,7.0,0.0,1603123.0,123.879594747325,0.0,5.0,72.0,Saturday,Croissant,2016.0,2016-03-12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4981,2016-03-13,8.0,0.875,8.0,10.0,1603133.0,141.827571462778,0.0,6.0,73.0,Sunday,Croissant,2016.0,2016-03-13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4986,2016-03-14,8.0,5.0,8.0,10.0,1603143.0,106.168003108515,0.0,0.0,74.0,Monday,Croissant,2016.0,2016-03-14,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4991,2016-03-15,5.0,5.75,12.0,61.0,1603153.0,85.1205684450089,0.0,1.0,75.0,Tuesday,Croissant,2016.0,2016-03-15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
4996,2016-03-16,1.0,6.375,11.0,0.0,1603163.0,103.320840659689,0.0,2.0,76.0,Wednesday,Croissant,2016.0,2016-03-16,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5001,2016-03-17,0.0,9.25,12.0,0.0,1603173.0,102.115552422329,0.0,3.0,77.0,Thursday,Croissant,2016.0,2016-03-17,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5006,2016-03-18,8.0,5.375,9.0,21.0,1603183.0,83.2732058217668,0.0,4.0,78.0,Friday,Croissant,2016.0,2016-03-18,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5011,2016-03-19,7.0,6.0,15.0,45.0,1603193.0,139.178861828601,0.0,5.0,79.0,Saturday,Croissant,2016.0,2016-03-19,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5016,2016-03-20,6.0,8.625,15.0,61.0,1603203.0,184.166261199202,0.0,6.0,80.0,Sunday,Croissant,2016.0,2016-03-20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5021,2016-03-21,7.0,7.5,19.0,61.0,1603213.0,112.199506864566,0.0,0.0,81.0,Monday,Croissant,2016.0,2016-03-21,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5026,2016-03-22,7.0,8.125,13.0,61.0,1603223.0,106.189967034507,0.0,1.0,82.0,Tuesday,Croissant,2016.0,2016-03-22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5031,2016-03-23,1.0,9.125,13.0,,1603233.0,108.098676775929,0.0,2.0,83.0,Wednesday,Croissant,2016.0,2016-03-23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5036,2016-03-26,1.0,9.75,9.0,0.0,1603263.0,284.681250764875,0.0,5.0,86.0,Saturday,Croissant,2016.0,2016-03-26,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5041,2016-03-27,7.0,8.625,12.0,61.0,1603273.0,189.788106034315,0.0,6.0,87.0,Sunday,Croissant,2016.0,2016-03-27,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5046,2016-03-28,6.0,11.625,18.0,61.0,1603283.0,222.678061175997,0.0,0.0,88.0,Monday,Croissant,2016.0,2016-03-28,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5051,2016-03-29,6.0,10.0,13.0,21.0,1603293.0,102.221734637477,0.0,1.0,89.0,Tuesday,Croissant,2016.0,2016-03-29,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5056,2016-03-30,5.0,8.5,15.0,61.0,1603303.0,117.881664269555,0.0,2.0,90.0,Wednesday,Croissant,2016.0,2016-03-30,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5061,2016-03-31,4.0,9.0,13.0,21.0,1603313.0,126.127818313849,0.0,3.0,91.0,Thursday,Croissant,2016.0,2016-03-31,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
5066,2016-04-01,0.0,9.125,7.0,,1604013.0,111.815006377573,0.0,4.0,92.0,Friday,Croissant,2016.0,2016-04-01,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0
5071,2016-04-02,3.0,12.75,8.0,,1604023.0,189.133194226414,0.0,5.0,93.0,Saturday,Croissant,2016.0,2016-04-02,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0
5076,2016-04-03,7.0,15.5,5.0,21.0,1604033.0,166.207053633233,0.0,6.0,94.0,Sunday,Croissant,2016.0,2016-04-03,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3.0
5081,2016-04-04,6.0,17.375,6.0,21.0,1604043.0,128.292980884662,0.0,0.0,95.0,Monday,Croissant,2016.0,2016-04-04,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0
