,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date
633,1311042,2013-11-04,2,269.386056106044,7.0,6.8375,7.0,63.0,0.0,0,308,Monday,11,2013,45,4,0,0,0,0,0,30,1,0,Roles,2013,2013-11-04
638,1311052,2013-11-05,2,247.501683917765,4.0,8.9,12.0,61.0,0.0,1,309,Tuesday,11,2013,45,4,0,0,0,0,0,30,1,0,Roles,2013,2013-11-05
644,1311062,2013-11-06,2,273.952220004938,4.0,8.1375,12.0,63.0,0.0,2,310,Wednesday,11,2013,45,4,0,0,0,0,0,30,1,0,Roles,2013,2013-11-06
650,1311072,2013-11-07,2,276.67098423661,6.0,9.5,10.0,61.0,0.0,3,311,Thursday,11,2013,45,4,0,0,0,0,0,30,1,0,Roles,2013,2013-11-07
656,1311082,2013-11-08,2,270.935184532938,3.0,9.325,9.0,,0.0,4,312,Friday,11,2013,45,4,0,0,0,0,0,30,2,0,Roles,2013,2013-11-08
662,1311092,2013-11-09,2,391.257430539666,5.0,7.7,16.0,63.0,0.0,5,313,Saturday,11,2013,45,4,1,0,0,0,0,30,2,0,Roles,2013,2013-11-09
668,1311102,2013-11-10,2,554.358848899602,2.0,6.9875,12.0,63.0,0.0,6,314,Sunday,11,2013,45,4,1,0,0,0,0,30,2,0,Roles,2013,2013-11-10
674,1311112,2013-11-11,2,277.910909861899,2.0,8.3125,5.0,,0.0,0,315,Monday,11,2013,46,4,0,0,0,0,0,30,2,0,Roles,2013,2013-11-11
680,1311122,2013-11-12,2,257.306498146673,7.0,5.9375,9.0,61.0,0.0,1,316,Tuesday,11,2013,46,4,0,0,0,0,0,30,2,0,Roles,2013,2013-11-12
686,1311132,2013-11-13,2,253.679516784304,1.0,8.8,12.0,0.0,0.0,2,317,Wednesday,11,2013,46,4,0,0,0,0,0,30,2,0,Roles,2013,2013-11-13
692,1311142,2013-11-14,2,252.672301244525,5.0,6.9375,9.0,21.0,0.0,3,318,Thursday,11,2013,46,4,0,0,0,0,0,30,2,0,Roles,2013,2013-11-14
698,1311152,2013-11-15,2,261.631579072909,7.0,6.45,6.0,21.0,0.0,4,319,Friday,11,2013,46,4,0,0,0,0,0,30,3,0,Roles,2013,2013-11-15
704,1311162,2013-11-16,2,388.456732659322,8.0,8.875,12.0,,0.0,5,320,Saturday,11,2013,46,4,1,0,0,0,0,30,3,0,Roles,2013,2013-11-16
710,1311172,2013-11-17,2,585.360633461221,2.0,8.8875,8.0,0.0,0.0,6,321,Sunday,11,2013,46,4,1,0,0,0,0,30,3,0,Roles,2013,2013-11-17
716,1311182,2013-11-18,2,271.38800449289,7.0,6.65,5.0,63.0,0.0,0,322,Monday,11,2013,47,4,0,0,0,0,0,30,3,0,Roles,2013,2013-11-18
722,1311192,2013-11-19,2,256.059323867932,8.0,5.8375,8.0,61.0,0.0,1,323,Tuesday,11,2013,47,4,0,0,0,0,0,30,3,0,Roles,2013,2013-11-19
728,1311202,2013-11-20,2,254.568609014357,6.0,3.85,6.0,,0.0,2,324,Wednesday,11,2013,47,4,0,0,0,0,0,30,3,0,Roles,2013,2013-11-20
734,1311212,2013-11-21,2,265.659732396587,2.0,3.275,8.0,10.0,0.0,3,325,Thursday,11,2013,47,4,0,0,0,0,0,30,3,0,Roles,2013,2013-11-21
740,1311222,2013-11-22,2,264.858352033057,7.0,5.375,10.0,21.0,0.0,4,326,Friday,11,2013,47,4,0,0,0,0,0,30,4,0,Roles,2013,2013-11-22
746,1311232,2013-11-23,2,371.973598822071,3.0,4.9125,6.0,,0.0,5,327,Saturday,11,2013,47,4,1,0,0,0,0,30,4,0,Roles,2013,2013-11-23
752,1311242,2013-11-24,2,563.703199691435,0.0,4.6,16.0,,0.0,6,328,Sunday,11,2013,47,4,1,0,0,0,0,30,4,0,Roles,2013,2013-11-24
758,1311252,2013-11-25,2,243.739175008053,0.0,3.7,10.0,,0.0,0,329,Monday,11,2013,48,4,0,0,0,0,0,30,4,0,Roles,2013,2013-11-25
764,1311262,2013-11-26,2,270.066780638125,2.0,2.3125,6.0,,0.0,1,330,Tuesday,11,2013,48,4,0,0,0,0,0,30,4,0,Roles,2013,2013-11-26
770,1311272,2013-11-27,2,249.98388856265,8.0,7.3125,12.0,61.0,0.0,2,331,Wednesday,11,2013,48,4,0,0,0,0,0,30,4,0,Roles,2013,2013-11-27
776,1311282,2013-11-28,2,245.157903548545,2.0,8.025,18.0,,0.0,3,332,Thursday,11,2013,48,4,0,0,0,0,0,30,4,0,Roles,2013,2013-11-28
782,1311292,2013-11-29,2,270.604986736201,8.0,5.9875,11.0,63.0,0.0,4,333,Friday,11,2013,48,4,0,0,0,0,0,30,5,0,Roles,2013,2013-11-29
788,1311302,2013-11-30,2,364.558396204025,7.0,5.525,10.0,20.0,0.0,5,334,Saturday,11,2013,48,4,1,0,1,0,0,30,5,0,Roles,2013,2013-11-30
793,1312012,2013-12-01,2,584.644687013588,5.0,8.6625,20.0,61.0,0.0,6,335,Sunday,12,2013,48,4,1,1,0,0,0,31,1,0,Roles,2013,2013-12-01
799,1312022,2013-12-02,2,278.664927166837,0.0,3.0625,4.0,10.0,0.0,0,336,Monday,12,2013,49,4,0,0,0,0,0,31,1,0,Roles,2013,2013-12-02
805,1312032,2013-12-03,2,247.82662169358,8.0,1.7125,6.0,28.0,0.0,1,337,Tuesday,12,2013,49,4,0,0,0,0,0,31,1,0,Roles,2013,2013-12-03
811,1312042,2013-12-04,2,267.381898238725,7.0,5.85,11.0,63.0,0.0,2,338,Wednesday,12,2013,49,4,0,0,0,0,0,31,1,0,Roles,2013,2013-12-04
817,1312052,2013-12-05,2,270.133710033378,7.0,4.4625,24.0,63.0,0.0,3,339,Thursday,12,2013,49,4,0,0,0,0,0,31,1,0,Roles,2013,2013-12-05
823,1312062,2013-12-06,2,242.429691903367,6.0,1.7875,25.0,73.0,0.0,4,340,Friday,12,2013,49,4,0,0,0,0,0,31,1,0,Roles,2013,2013-12-06
829,1312072,2013-12-07,2,330.405150816589,5.0,1.0,11.0,22.0,0.0,5,341,Saturday,12,2013,49,4,1,0,0,0,0,31,1,0,Roles,2013,2013-12-07
835,1312082,2013-12-08,2,502.371531950746,8.0,6.975,16.0,63.0,0.0,6,342,Sunday,12,2013,49,4,1,0,0,0,0,31,2,0,Roles,2013,2013-12-08
841,1312092,2013-12-09,2,224.635145960176,7.0,9.2375,10.0,45.0,0.0,0,343,Monday,12,2013,50,4,0,0,0,0,0,31,2,0,Roles,2013,2013-12-09
847,1312102,2013-12-10,2,257.948246753247,7.0,7.1875,8.0,61.0,0.0,1,344,Tuesday,12,2013,50,4,0,0,0,0,0,31,2,0,Roles,2013,2013-12-10
853,1312112,2013-12-11,2,258.730733034518,7.0,5.025,9.0,10.0,0.0,2,345,Wednesday,12,2013,50,4,0,0,0,0,0,31,2,0,Roles,2013,2013-12-11
859,1312122,2013-12-12,2,246.420486617343,8.0,2.525,8.0,28.0,0.0,3,346,Thursday,12,2013,50,4,0,0,0,0,0,31,2,0,Roles,2013,2013-12-12
865,1312132,2013-12-13,2,215.102454376754,7.0,3.5375,6.0,61.0,0.0,4,347,Friday,12,2013,50,4,0,0,0,0,0,31,2,0,Roles,2013,2013-12-13
870,1312142,2013-12-14,2,327.613078777548,7.0,3.0125,7.0,61.0,0.0,5,348,Saturday,12,2013,50,4,1,0,0,0,0,31,2,0,Roles,2013,2013-12-14
875,1312152,2013-12-15,2,564.33503068692,8.0,7.925,12.0,61.0,0.0,6,349,Sunday,12,2013,50,4,1,0,0,0,0,31,3,0,Roles,2013,2013-12-15
881,1312162,2013-12-16,2,230.285819128034,8.0,8.775,12.0,,0.0,0,350,Monday,12,2013,51,4,0,0,0,0,0,31,3,0,Roles,2013,2013-12-16
887,1312172,2013-12-17,2,261.524378936327,8.0,4.95,8.0,61.0,0.0,1,351,Tuesday,12,2013,51,4,0,0,0,0,0,31,3,0,Roles,2013,2013-12-17
893,1312182,2013-12-18,2,241.880289555687,7.0,6.85,8.0,10.0,0.0,2,352,Wednesday,12,2013,51,4,0,0,0,0,0,31,3,0,Roles,2013,2013-12-18
899,1312192,2013-12-19,2,265.154110289682,7.0,7.4,10.0,63.0,0.0,3,353,Thursday,12,2013,51,4,0,0,0,0,0,31,3,0,Roles,2013,2013-12-19
905,1312202,2013-12-20,2,273.618541350621,7.0,5.2875,10.0,61.0,0.0,4,354,Friday,12,2013,51,4,0,0,0,0,0,31,3,0,Roles,2013,2013-12-20
911,1312212,2013-12-21,2,354.063657483224,8.0,6.5625,13.0,63.0,0.0,5,355,Saturday,12,2013,51,4,1,0,0,0,0,31,3,0,Roles,2013,2013-12-21
917,1312222,2013-12-22,2,463.81219748514,7.0,8.1375,12.0,61.0,0.0,6,356,Sunday,12,2013,51,4,1,0,0,0,0,31,4,0,Roles,2013,2013-12-22
923,1312232,2013-12-23,2,430.94267042062,3.0,5.4875,10.0,,0.0,0,357,Monday,12,2013,52,4,0,0,0,0,0,31,4,0,Roles,2013,2013-12-23
929,1312242,2013-12-24,2,531.778119659333,7.0,11.4375,18.0,61.0,0.0,1,358,Tuesday,12,2013,52,4,0,0,0,0,0,31,4,0,Roles,2013,2013-12-24
934,1312272,2013-12-27,2,433.889713549154,7.0,5.7625,15.0,63.0,0.0,4,361,Friday,12,2013,52,4,0,0,0,0,0,31,4,0,Roles,2013,2013-12-27
939,1312292,2013-12-29,2,510.015069971101,7.0,5.7125,9.0,63.0,0.0,6,363,Sunday,12,2013,52,4,1,0,0,0,0,31,5,0,Roles,2013,2013-12-29
945,1312302,2013-12-30,2,494.782420691912,4.0,4.75,11.0,10.0,0.0,0,364,Monday,12,2013,1,4,0,0,0,0,0,31,5,0,Roles,2013,2013-12-30
950,1312312,2013-12-31,2,586.131309693688,4.0,5.0375,7.0,,0.0,1,365,Tuesday,12,2013,1,4,0,0,1,0,1,31,5,0,Roles,2013,2013-12-31
2,1307013,2013-07-01,3,201.198425690037,6.0,17.8375,15.0,20.0,0.0,0,182,Monday,7,2013,27,3,0,1,0,0,0,31,1,0,Croissant,2013,2013-07-01
7,1307023,2013-07-02,3,265.261253994438,3.0,17.3125,10.0,,0.0,1,183,Tuesday,7,2013,27,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-07-02
12,1307033,2013-07-03,3,210.260241465493,7.0,21.075,6.0,61.0,0.0,2,184,Wednesday,7,2013,27,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-07-03
17,1307043,2013-07-04,3,190.686641378586,7.0,18.85,7.0,20.0,0.0,3,185,Thursday,7,2013,27,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-07-04
22,1307053,2013-07-05,3,181.644870215041,5.0,19.975,12.0,,0.0,4,186,Friday,7,2013,27,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-07-05
27,1307063,2013-07-06,3,291.557959835153,0.0,18.9625,8.0,,0.0,5,187,Saturday,7,2013,27,3,1,0,0,0,0,31,1,0,Croissant,2013,2013-07-06
32,1307073,2013-07-07,3,279.665938833443,0.0,21.375,9.0,,0.0,6,188,Sunday,7,2013,27,3,1,0,0,0,0,31,1,0,Croissant,2013,2013-07-07
37,1307083,2013-07-08,3,195.158794309303,0.0,22.725,10.0,5.0,0.0,0,189,Monday,7,2013,28,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-07-08
42,1307093,2013-07-09,3,245.808338509722,0.0,23.275,8.0,,0.0,1,190,Tuesday,7,2013,28,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-07-09
47,1307103,2013-07-10,3,265.109142544045,2.0,19.6875,13.0,5.0,0.0,2,191,Wednesday,7,2013,28,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-07-10
52,1307113,2013-07-11,3,234.65807920749,0.0,21.375,12.0,5.0,0.0,3,192,Thursday,7,2013,28,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-07-11
57,1307123,2013-07-12,3,290.199097765019,0.0,20.2875,7.0,,0.0,4,193,Friday,7,2013,28,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-07-12
61,1307133,2013-07-13,3,340.046632736531,1.0,20.125,12.0,,0.0,5,194,Saturday,7,2013,28,3,1,0,0,0,0,31,2,0,Croissant,2013,2013-07-13
66,1307143,2013-07-14,3,320.626816189556,5.0,17.6875,15.0,5.0,0.0,6,195,Sunday,7,2013,28,3,1,0,0,0,0,31,2,0,Croissant,2013,2013-07-14
71,1307153,2013-07-15,3,243.526401440661,6.0,18.7375,12.0,,0.0,0,196,Monday,7,2013,29,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-07-15
76,1307163,2013-07-16,3,287.415464972525,1.0,21.1875,10.0,,0.0,1,197,Tuesday,7,2013,29,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-07-16
81,1307173,2013-07-17,3,301.777437970497,5.0,22.5125,8.0,,0.0,2,198,Wednesday,7,2013,29,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-07-17
85,1307183,2013-07-18,3,250.426586853024,1.0,23.25,11.0,5.0,0.0,3,199,Thursday,7,2013,29,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-07-18
90,1307193,2013-07-19,3,287.18828629416,3.0,22.475,16.0,5.0,0.0,4,200,Friday,7,2013,29,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-07-19
95,1307203,2013-07-20,3,394.765674710477,0.0,23.1875,8.0,,0.0,5,201,Saturday,7,2013,29,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-07-20
100,1307213,2013-07-21,3,346.658236387984,0.0,26.375,8.0,,0.0,6,202,Sunday,7,2013,29,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-07-21
105,1307223,2013-07-22,3,297.712614415266,0.0,26.1,9.0,,0.0,0,203,Monday,7,2013,30,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-07-22
110,1307233,2013-07-23,3,323.301431663341,0.0,24.95,12.0,,0.0,1,204,Tuesday,7,2013,30,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-07-23
115,1307243,2013-07-24,3,328.023102507764,3.0,24.075,11.0,,0.0,2,205,Wednesday,7,2013,30,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-07-24
120,1307253,2013-07-25,3,280.809721012322,2.0,23.0875,9.0,,0.0,3,206,Thursday,7,2013,30,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-07-25
125,1307263,2013-07-26,3,352.293883343641,3.0,27.2625,6.0,,0.0,4,207,Friday,7,2013,30,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-07-26
130,1307273,2013-07-27,3,382.965879977945,1.0,26.1625,10.0,,0.0,5,208,Saturday,7,2013,30,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-07-27
134,1307283,2013-07-28,3,360.096105223697,4.0,24.8875,13.0,61.0,0.0,6,209,Sunday,7,2013,30,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-07-28
138,1307293,2013-07-29,3,356.033434735079,1.0,22.7875,10.0,,0.0,0,210,Monday,7,2013,31,3,0,0,0,0,0,31,5,0,Croissant,2013,2013-07-29
142,1307303,2013-07-30,3,354.531775116541,5.0,21.075,13.0,21.0,0.0,1,211,Tuesday,7,2013,31,3,0,0,0,0,0,31,5,0,Croissant,2013,2013-07-30
146,1307313,2013-07-31,3,321.075920611583,5.0,20.275,16.0,65.0,0.0,2,212,Wednesday,7,2013,31,3,0,0,1,0,0,31,5,0,Croissant,2013,2013-07-31
150,1308013,2013-08-01,3,304.830310037868,6.0,23.4,7.0,21.0,0.0,3,213,Thursday,8,2013,31,3,0,1,0,0,0,31,1,0,Croissant,2013,2013-08-01
155,1308023,2013-08-02,3,379.526700654912,0.0,31.4375,7.0,,0.0,4,214,Friday,8,2013,31,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-08-02
160,1308033,2013-08-03,3,454.705780795563,4.0,23.3625,11.0,63.0,0.0,5,215,Saturday,8,2013,31,3,1,0,0,0,0,31,1,0,Croissant,2013,2013-08-03
165,1308043,2013-08-04,3,382.85648750844,3.0,23.05,8.0,,0.0,6,216,Sunday,8,2013,31,3,1,0,0,0,0,31,1,0,Croissant,2013,2013-08-04
170,1308053,2013-08-05,3,331.615355447409,0.0,25.8,10.0,,0.0,0,217,Monday,8,2013,32,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-08-05
174,1308063,2013-08-06,3,344.104806694018,5.0,22.225,13.0,,0.0,1,218,Tuesday,8,2013,32,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-08-06
179,1308073,2013-08-07,3,341.483544581514,4.0,19.2125,8.0,,0.0,2,219,Wednesday,8,2013,32,3,0,0,0,0,0,31,1,0,Croissant,2013,2013-08-07
184,1308083,2013-08-08,3,298.005519792868,7.0,16.975,12.0,20.0,0.0,3,220,Thursday,8,2013,32,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-08
189,1308093,2013-08-09,3,328.22992428157,4.0,20.3375,10.0,21.0,0.0,4,221,Friday,8,2013,32,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-09
194,1308103,2013-08-10,3,351.617029216224,7.0,19.3625,12.0,61.0,0.0,5,222,Saturday,8,2013,32,3,1,0,0,0,0,31,2,0,Croissant,2013,2013-08-10
199,1308113,2013-08-11,3,341.033029953849,7.0,16.3875,9.0,61.0,0.0,6,223,Sunday,8,2013,32,3,1,0,0,0,0,31,2,0,Croissant,2013,2013-08-11
204,1308123,2013-08-12,3,253.6233554703,7.0,16.45,11.0,63.0,0.0,0,224,Monday,8,2013,33,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-12
209,1308133,2013-08-13,3,271.591283834177,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,8,2013,33,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-13
214,1308143,2013-08-14,3,309.116290264651,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,8,2013,33,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-14
219,1308153,2013-08-15,3,266.575408936199,3.0,19.8,8.0,,0.0,3,227,Thursday,8,2013,33,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-15
224,1308163,2013-08-16,3,241.76897512804,4.0,23.575,11.0,0.0,0.0,4,228,Friday,8,2013,33,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-16
229,1308173,2013-08-17,3,280.170045804428,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,8,2013,33,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-08-17
234,1308183,2013-08-18,3,282.599786111443,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,8,2013,33,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-08-18
239,1308193,2013-08-19,3,249.391160860983,5.0,18.4875,8.0,,0.0,0,231,Monday,8,2013,34,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-19
244,1308203,2013-08-20,3,257.620799680939,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,8,2013,34,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-20
249,1308213,2013-08-21,3,271.133442105753,5.0,20.125,8.0,,0.0,2,233,Wednesday,8,2013,34,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-21
254,1308223,2013-08-22,3,229.323435589195,4.0,21.6625,8.0,,0.0,3,234,Thursday,8,2013,34,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-22
259,1308233,2013-08-23,3,260.926195756112,1.0,22.0375,14.0,,0.0,4,235,Friday,8,2013,34,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-23
264,1308243,2013-08-24,3,282.401869590288,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,8,2013,34,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-08-24
269,1308253,2013-08-25,3,360.817001197227,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,8,2013,34,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-08-25
274,1308263,2013-08-26,3,244.936370498996,0.0,20.125,15.0,5.0,0.0,0,238,Monday,8,2013,35,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-26
279,1308273,2013-08-27,3,251.053043195831,1.0,21.0875,12.0,,0.0,1,239,Tuesday,8,2013,35,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-27
284,1308283,2013-08-28,3,225.878194718714,0.0,21.3,7.0,,0.0,2,240,Wednesday,8,2013,35,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-28
289,1308293,2013-08-29,3,198.776407298801,3.0,20.2125,11.0,,0.0,3,241,Thursday,8,2013,35,3,0,0,0,0,0,31,5,0,Croissant,2013,2013-08-29
294,1308303,2013-08-30,3,184.252334847289,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,8,2013,35,3,0,0,0,0,0,31,5,0,Croissant,2013,2013-08-30
299,1308313,2013-08-31,3,265.410807550213,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,8,2013,35,3,1,0,1,0,0,31,5,0,Croissant,2013,2013-08-31
304,1309013,2013-09-01,3,239.545084070735,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,9,2013,35,3,1,1,0,0,0,30,1,0,Croissant,2013,2013-09-01
309,1309023,2013-09-02,3,165.884794599896,7.0,16.575,17.0,63.0,0.0,0,245,Monday,9,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-02
314,1309033,2013-09-03,3,174.655491296255,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,9,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-03
319,1309043,2013-09-04,3,162.83743839423,7.0,18.125,5.0,,0.0,2,247,Wednesday,9,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-04
324,1309053,2013-09-05,3,155.795527807677,0.0,21.7,8.0,,0.0,3,248,Thursday,9,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-05
329,1309063,2013-09-06,3,183.372780096599,0.0,24.7,9.0,,0.0,4,249,Friday,9,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-06
334,1309073,2013-09-07,3,215.339022862711,6.0,22.7625,7.0,,0.0,5,250,Saturday,9,2013,36,3,1,0,0,0,0,30,1,0,Croissant,2013,2013-09-07
339,1309083,2013-09-08,3,261.723925353895,7.0,20.1625,8.0,61.0,0.0,6,251,Sunday,9,2013,36,3,1,0,0,0,0,30,2,0,Croissant,2013,2013-09-08
344,1309093,2013-09-09,3,155.698998919682,8.0,11.575,11.0,63.0,0.0,0,252,Monday,9,2013,37,3,0,0,0,0,0,30,2,0,Croissant,2013,2013-09-09
349,1309103,2013-09-10,3,186.631885480156,6.0,13.5875,11.0,65.0,0.0,1,253,Tuesday,9,2013,37,3,0,0,0,0,0,30,2,0,Croissant,2013,2013-09-10
354,1309113,2013-09-11,3,156.993834222857,6.0,13.9,8.0,61.0,0.0,2,254,Wednesday,9,2013,37,3,0,0,0,0,0,30,2,0,Croissant,2013,2013-09-11
359,1309123,2013-09-12,3,128.957531070768,6.0,16.1125,6.0,61.0,0.0,3,255,Thursday,9,2013,37,3,0,0,0,0,0,30,2,0,Croissant,2013,2013-09-12
364,1309133,2013-09-13,3,142.450922270702,6.0,17.4375,5.0,21.0,0.0,4,256,Friday,9,2013,37,3,0,0,0,0,0,30,2,0,Croissant,2013,2013-09-13
369,1309143,2013-09-14,3,230.524249936583,5.0,17.625,10.0,63.0,0.0,5,257,Saturday,9,2013,37,3,1,0,0,0,0,30,2,0,Croissant,2013,2013-09-14
374,1309153,2013-09-15,3,199.525819245624,7.0,14.8625,10.0,21.0,0.0,6,258,Sunday,9,2013,37,3,1,0,0,0,0,30,3,0,Croissant,2013,2013-09-15
379,1309163,2013-09-16,3,150.458078596152,3.0,13.1375,13.0,21.0,0.0,0,259,Monday,9,2013,38,3,0,0,0,0,0,30,3,0,Croissant,2013,2013-09-16
384,1309173,2013-09-17,3,121.601419092438,5.0,13.1375,10.0,63.0,0.0,1,260,Tuesday,9,2013,38,3,0,0,0,0,0,30,3,0,Croissant,2013,2013-09-17
389,1309183,2013-09-18,3,123.430475306719,4.0,13.05,9.0,,0.0,2,261,Wednesday,9,2013,38,3,0,0,0,0,0,30,3,0,Croissant,2013,2013-09-18
394,1309193,2013-09-19,3,127.595436733938,5.0,14.8375,11.0,63.0,0.0,3,262,Thursday,9,2013,38,3,0,0,0,0,0,30,3,0,Croissant,2013,2013-09-19
399,1309203,2013-09-20,3,119.995567870545,7.0,13.525,6.0,,0.0,4,263,Friday,9,2013,38,3,0,0,0,0,0,30,3,0,Croissant,2013,2013-09-20
404,1309213,2013-09-21,3,227.17812505778,7.0,15.35,9.0,,0.0,5,264,Saturday,9,2013,38,3,1,0,0,0,0,30,3,0,Croissant,2013,2013-09-21
409,1309223,2013-09-22,3,216.025597526986,6.0,17.1375,14.0,21.0,0.0,6,265,Sunday,9,2013,38,3,1,0,0,0,0,30,4,0,Croissant,2013,2013-09-22
414,1309233,2013-09-23,3,115.173949077037,7.0,17.3125,14.0,21.0,0.0,0,266,Monday,9,2013,39,3,0,0,0,0,0,30,4,0,Croissant,2013,2013-09-23
419,1309243,2013-09-24,3,107.515311254663,8.0,15.7375,10.0,,0.0,1,267,Tuesday,9,2013,39,3,0,0,0,0,0,30,4,0,Croissant,2013,2013-09-24
424,1309253,2013-09-25,3,133.455357081465,6.0,13.5375,7.0,61.0,0.0,2,268,Wednesday,9,2013,39,3,0,0,0,0,0,30,4,0,Croissant,2013,2013-09-25
429,1309263,2013-09-26,3,111.331440019646,1.0,12.9875,12.0,,0.0,3,269,Thursday,9,2013,39,3,0,0,0,0,0,30,4,0,Croissant,2013,2013-09-26
434,1309273,2013-09-27,3,102.187864090432,5.0,13.0125,8.0,21.0,0.0,4,270,Friday,9,2013,39,3,0,0,0,0,0,30,4,0,Croissant,2013,2013-09-27
439,1309283,2013-09-28,3,247.995826181906,0.0,13.1,8.0,,0.0,5,271,Saturday,9,2013,39,3,1,0,0,0,0,30,4,0,Croissant,2013,2013-09-28
444,1309293,2013-09-29,3,194.986111359586,3.0,14.175,12.0,,0.0,6,272,Sunday,9,2013,39,3,1,0,0,0,0,30,5,0,Croissant,2013,2013-09-29
449,1309303,2013-09-30,3,141.992865332313,1.0,12.825,14.0,,0.0,0,273,Monday,9,2013,40,3,0,0,1,0,0,30,5,0,Croissant,2013,2013-09-30
454,1310013,2013-10-01,3,135.614594111775,0.0,12.9125,13.0,5.0,0.0,1,274,Tuesday,10,2013,40,4,0,1,0,0,0,31,1,0,Croissant,2013,2013-10-01
459,1310023,2013-10-02,3,156.465804020451,1.0,12.7,10.0,,0.0,2,275,Wednesday,10,2013,40,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-10-02
464,1310033,2013-10-03,3,192.293311340733,0.0,11.7625,12.0,5.0,0.0,3,276,Thursday,10,2013,40,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-10-03
469,1310043,2013-10-04,3,179.301551909794,5.0,11.2,8.0,63.0,0.0,4,277,Friday,10,2013,40,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-10-04
474,1310053,2013-10-05,3,225.910066727439,7.0,15.575,8.0,20.0,0.0,5,278,Saturday,10,2013,40,4,1,0,0,0,0,31,1,0,Croissant,2013,2013-10-05
479,1310063,2013-10-06,3,225.346819831364,7.0,15.25,6.0,,0.0,6,279,Sunday,10,2013,40,4,1,0,0,0,0,31,1,0,Croissant,2013,2013-10-06
