,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,weekday,dayofyear,day_of_week
1754,2014-03-23,4.0,8.3625,10,,1403233.0,3.0,161.390262011678,,6,82,Sunday
1759,2014-03-24,3.0,7.5625,7,,1403243.0,3.0,136.254540386182,,0,83,Monday
1764,2014-03-25,2.0,7.725,10,21.0,1403253.0,3.0,101.627143801847,,1,84,Tuesday
1769,2014-03-26,5.0,7.85,11,21.0,1403263.0,3.0,102.514588286972,,2,85,Wednesday
1774,2014-03-27,6.0,5.1,12,,1403273.0,3.0,106.499230569624,,3,86,Thursday
1779,2014-03-28,8.0,5.4,12,10.0,1403283.0,3.0,132.839281058574,,4,87,Friday
1784,2014-03-29,3.0,9.375,8,10.0,1403293.0,3.0,197.333675027563,,5,88,Saturday
1789,2014-03-30,0.0,11.2625,8,28.0,1403303.0,3.0,158.401753894457,,6,89,Sunday
1794,2014-03-31,7.0,7.4375,4,45.0,1403313.0,3.0,122.158056434949,,0,90,Monday
1799,2014-04-01,8.0,5.7625,13,10.0,1404013.0,3.0,136.757939715278,,1,91,Tuesday
1804,2014-04-02,2.0,12.45,8,10.0,1404023.0,3.0,122.274399264469,,2,92,Wednesday
1809,2014-04-03,3.0,7.6125,15,10.0,1404033.0,3.0,134.055860641411,,3,93,Thursday
1814,2014-04-04,6.0,6.45,15,0.0,1404043.0,3.0,115.557770684235,,4,94,Friday
1819,2014-04-05,8.0,9.825,5,61.0,1404053.0,3.0,192.693454800978,,5,95,Saturday
1824,2014-04-06,7.0,12.1875,8,63.0,1404063.0,3.0,179.59924292824,,6,96,Sunday
1829,2014-04-07,7.0,15.7875,10,63.0,1404073.0,3.0,177.997097273513,,0,97,Monday
1834,2014-04-08,7.0,9.8125,19,61.0,1404083.0,3.0,147.639998607765,,1,98,Tuesday
1839,2014-04-09,7.0,10.1875,20,21.0,1404093.0,3.0,162.758801105285,,2,99,Wednesday
1844,2014-04-10,7.0,9.75,4,,1404103.0,3.0,139.443674153022,,3,100,Thursday
1849,2014-04-11,6.0,12.0625,10,,1404113.0,3.0,141.685913469588,,4,101,Friday
1854,2014-04-12,4.0,11.2,12,0.0,1404123.0,3.0,241.849822382462,,5,102,Saturday
1859,2014-04-13,6.0,11.0125,21,,1404133.0,3.0,198.033088214577,,6,103,Sunday
1864,2014-04-14,5.0,8.9,23,61.0,1404143.0,3.0,156.105982266937,,0,104,Monday
1869,2014-04-15,0.0,9.9125,15,,1404153.0,3.0,190.120642033098,,1,105,Tuesday
1874,2014-04-16,0.0,11.3625,9,,1404163.0,3.0,198.969950489909,,2,106,Wednesday
1879,2014-04-17,5.0,14.4,14,,1404173.0,3.0,214.383480919186,,3,107,Thursday
1885,2014-04-19,1.0,11.125,13,5.0,1404193.0,3.0,273.491937842767,,5,109,Saturday
1889,2014-04-20,0.0,13.875,15,5.0,1404203.0,3.0,274.182299457511,,6,110,Sunday
1894,2014-04-21,4.0,13.425,15,0.0,1404213.0,3.0,298.187238978591,,0,111,Monday
1899,2014-04-22,3.0,15.45,10,10.0,1404223.0,3.0,182.98384854032,,1,112,Tuesday
1903,2014-04-23,8.0,9.825,11,21.0,1404233.0,3.0,183.539691874899,,2,113,Wednesday
1908,2014-04-24,8.0,9.175,11,,1404243.0,3.0,167.084247067964,,3,114,Thursday
1913,2014-04-25,0.0,13.5625,12,,1404253.0,3.0,166.559313065076,,4,115,Friday
1918,2014-04-26,0.0,15.45,11,,1404263.0,3.0,199.626205406704,,5,116,Saturday
1923,2014-04-27,0.0,16.225,16,,1404273.0,3.0,195.501610348286,,6,117,Sunday
1928,2014-04-28,0.0,15.8875,11,,1404283.0,3.0,134.855002124095,,0,118,Monday
1933,2014-04-29,0.0,18.0875,8,0.0,1404293.0,3.0,152.025502640473,,1,119,Tuesday
1938,2014-04-30,3.0,18.0,8,,1404303.0,3.0,154.434645162314,,2,120,Wednesday
1944,2014-05-02,6.0,10.225,13,,1405023.0,3.0,183.845898367796,,4,122,Friday
1951,2014-05-05,8.0,10.7125,6,21.0,1405053.0,3.0,565.941679350249,,0,125,Monday
1956,2014-05-06,7.0,15.775,9,,1405063.0,3.0,113.629663759254,,1,126,Tuesday
1961,2014-05-07,4.0,14.2125,15,65.0,1405073.0,3.0,91.0872706951132,,2,127,Wednesday
1966,2014-05-08,7.0,12.45,10,63.0,1405083.0,3.0,123.776673695357,,3,128,Thursday
1971,2014-05-09,6.0,12.3875,10,61.0,1405093.0,3.0,145.894157572286,,4,129,Friday
1976,2014-05-10,7.0,13.275,12,61.0,1405103.0,3.0,166.329341490019,,5,130,Saturday
1981,2014-05-11,7.0,11.5625,12,63.0,1405113.0,3.0,160.191203395938,,6,131,Sunday
1986,2014-05-12,7.0,12.7,14,63.0,1405123.0,3.0,123.83551731917,,0,132,Monday
1991,2014-05-13,7.0,11.5625,15,21.0,1405133.0,3.0,118.976012937567,,1,133,Tuesday
1996,2014-05-14,7.0,11.5625,16,,1405143.0,3.0,127.483930182396,,2,134,Wednesday
2001,2014-05-15,2.0,13.7875,8,,1405153.0,3.0,124.638931817625,,3,135,Thursday
2006,2014-05-16,5.0,13.8875,9,,1405163.0,3.0,161.947276175832,,4,136,Friday
2011,2014-05-17,0.0,16.625,8,0.0,1405173.0,3.0,225.148891508595,,5,137,Saturday
2016,2014-05-18,4.0,16.5125,13,,1405183.0,3.0,209.615126303356,,6,138,Sunday
2021,2014-05-19,6.0,13.7625,8,61.0,1405193.0,3.0,132.991806725831,,0,139,Monday
2026,2014-05-20,0.0,20.725,12,,1405203.0,3.0,142.282852833497,,1,140,Tuesday
2031,2014-05-21,2.0,26.8625,8,,1405213.0,3.0,134.107923627317,,2,141,Wednesday
2036,2014-05-22,0.0,26.375,8,,1405223.0,3.0,105.985885216141,,3,142,Thursday
2041,2014-05-23,7.0,18.0125,12,65.0,1405233.0,3.0,157.533819763355,,4,143,Friday
2046,2014-05-24,2.0,17.9625,8,,1405243.0,3.0,196.118993968548,,5,144,Saturday
2051,2014-05-25,2.0,20.4625,11,,1405253.0,3.0,216.640710498117,,6,145,Sunday
2056,2014-05-26,0.0,19.9625,13,,1405263.0,3.0,138.556265702698,,0,146,Monday
2061,2014-05-27,7.0,12.8875,21,21.0,1405273.0,3.0,142.345521877251,,1,147,Tuesday
2066,2014-05-28,7.0,10.2,22,21.0,1405283.0,3.0,196.534929868791,,2,148,Wednesday
2070,2014-05-29,4.0,12.7,14,,1405293.0,3.0,254.295074075867,,3,149,Thursday
2075,2014-05-30,0.0,17.9625,13,,1405303.0,3.0,264.036588750834,,4,150,Friday
2080,2014-05-31,3.0,15.9125,15,,1405313.0,3.0,292.141593675945,,5,151,Saturday
2085,2014-06-01,7.0,13.825,6,21.0,1406013.0,3.0,238.147667385848,,6,152,Sunday
2090,2014-06-02,0.0,17.625,9,,1406023.0,3.0,142.068446650007,,0,153,Monday
2095,2014-06-03,1.0,20.0,9,,1406033.0,3.0,161.471394704895,,1,154,Tuesday
2100,2014-06-04,1.0,21.4875,14,,1406043.0,3.0,140.565721107956,,2,155,Wednesday
2105,2014-06-05,5.0,15.0375,18,65.0,1406053.0,3.0,151.313296014942,,3,156,Thursday
2110,2014-06-06,3.0,19.3125,12,,1406063.0,3.0,169.4728348911,,4,157,Friday
2114,2014-06-07,0.0,17.9625,8,,1406073.0,3.0,294.192956500557,,5,158,Saturday
2119,2014-06-08,6.0,22.1,12,21.0,1406083.0,3.0,280.533351180996,,6,159,Sunday
2124,2014-06-09,0.0,20.6625,10,,1406093.0,3.0,304.46367931484,,0,160,Monday
2129,2014-06-10,1.0,25.7875,9,,1406103.0,3.0,171.161365845674,,1,161,Tuesday
2134,2014-06-11,7.0,20.5,8,61.0,1406113.0,3.0,178.135623154436,,2,162,Wednesday
2139,2014-06-12,4.0,19.55,12,,1406123.0,3.0,169.739600653923,,3,163,Thursday
2144,2014-06-13,7.0,17.45,18,21.0,1406133.0,3.0,193.49931955084,,4,164,Friday
2149,2014-06-14,1.0,18.9125,13,,1406143.0,3.0,226.966709069792,,5,165,Saturday
2154,2014-06-15,0.0,19.275,8,,1406153.0,3.0,241.106204197457,,6,166,Sunday
2159,2014-06-16,6.0,18.3125,10,0.0,1406163.0,3.0,172.158776127598,,0,167,Monday
2164,2014-06-17,1.0,20.375,7,,1406173.0,3.0,157.995568575297,,1,168,Tuesday
2169,2014-06-18,3.0,19.3,13,,1406183.0,3.0,153.068714255789,,2,169,Wednesday
2174,2014-06-19,7.0,15.2875,19,21.0,1406193.0,3.0,142.515967193978,,3,170,Thursday
2179,2014-06-20,7.0,15.9875,16,,1406203.0,3.0,196.162148829113,,4,171,Friday
2184,2014-06-21,6.0,15.5125,18,61.0,1406213.0,3.0,266.758833683806,1.0,5,172,Saturday
2189,2014-06-22,5.0,15.7,19,,1406223.0,3.0,256.961787120751,1.0,6,173,Sunday
2194,2014-06-23,4.0,16.5,17,,1406233.0,3.0,190.742545388738,1.0,0,174,Monday
2199,2014-06-24,7.0,14.3625,7,21.0,1406243.0,3.0,193.611313869673,1.0,1,175,Tuesday
2204,2014-06-25,0.0,18.4375,10,,1406253.0,3.0,177.06025159912,1.0,2,176,Wednesday
2209,2014-06-26,6.0,17.575,8,63.0,1406263.0,3.0,231.944214454895,1.0,3,177,Thursday
2214,2014-06-27,4.0,20.1625,7,95.0,1406273.0,3.0,232.1659297551,1.0,4,178,Friday
2219,2014-06-28,6.0,16.9625,6,95.0,1406283.0,3.0,396.51241111032,1.0,5,179,Saturday
2224,2014-06-29,7.0,17.3125,8,61.0,1406293.0,3.0,288.960776618001,1.0,6,180,Sunday
2229,2014-06-30,3.0,18.3375,12,,1406303.0,3.0,199.516734222146,,0,181,Monday
2234,2014-07-01,6.0,15.6875,14,61.0,1407013.0,3.0,166.483219456976,,1,182,Tuesday
2239,2014-07-02,6.0,17.1125,15,,1407023.0,3.0,221.64426829774,,2,183,Wednesday
2244,2014-07-03,7.0,20.4,9,,1407033.0,3.0,153.536797218509,,3,184,Thursday
2249,2014-07-04,0.0,26.9375,10,,1407043.0,3.0,173.627443141051,,4,185,Friday
2254,2014-07-05,6.0,24.5875,10,65.0,1407053.0,3.0,264.250346671558,,5,186,Saturday
2259,2014-07-06,5.0,25.2375,6,,1407063.0,3.0,233.465594390411,,6,187,Sunday
2264,2014-07-07,5.0,20.8,10,,1407073.0,3.0,178.249125100998,,0,188,Monday
2269,2014-07-08,7.0,19.6,15,63.0,1407083.0,3.0,168.649860088863,,1,189,Tuesday
2274,2014-07-09,0.0,24.65,24,5.0,1407093.0,3.0,228.11907513824,,2,190,Wednesday
2279,2014-07-10,0.0,24.757142,18,0.0,1407103.0,3.0,223.619119116075,,3,191,Thursday
2284,2014-07-11,1.0,22.9375,18,,1407113.0,3.0,247.381838869973,,4,192,Friday
2289,2014-07-12,0.0,20.375,12,,1407123.0,3.0,320.066241689833,,5,193,Saturday
2294,2014-07-13,7.0,18.6,10,61.0,1407133.0,3.0,273.940757145142,,6,194,Sunday
2299,2014-07-14,7.0,19.45,15,63.0,1407143.0,3.0,253.553728025097,,0,195,Monday
2304,2014-07-15,6.0,22.2625,9,,1407153.0,3.0,264.734551298798,,1,196,Tuesday
2309,2014-07-16,6.0,19.4125,7,,1407163.0,3.0,293.549360397151,,2,197,Wednesday
2314,2014-07-17,4.0,22.7625,7,,1407173.0,3.0,279.755391379459,,3,198,Thursday
2319,2014-07-18,1.0,26.05,10,,1407183.0,3.0,320.693452457975,,4,199,Friday
2324,2014-07-19,0.0,28.0625,13,,1407193.0,3.0,366.459562323487,,5,200,Saturday
2329,2014-07-20,3.0,24.3125,15,,1407203.0,3.0,339.902049984209,,6,201,Sunday
2334,2014-07-21,0.0,23.4875,19,5.0,1407213.0,3.0,229.035975623008,,0,202,Monday
2339,2014-07-22,0.0,24.9875,14,,1407223.0,3.0,242.55244395064,,1,203,Tuesday
2344,2014-07-23,0.0,25.0,14,,1407233.0,3.0,287.633615174458,,2,204,Wednesday
2349,2014-07-24,0.0,24.8375,11,,1407243.0,3.0,299.289482451215,,3,205,Thursday
2354,2014-07-25,0.0,26.325,18,,1407253.0,3.0,272.241080478593,,4,206,Friday
2359,2014-07-26,6.0,22.375,10,21.0,1407263.0,3.0,325.575890999292,,5,207,Saturday
2364,2014-07-27,3.0,25.55,12,21.0,1407273.0,3.0,336.702952875535,,6,208,Sunday
2369,2014-07-28,0.0,24.7625,7,,1407283.0,3.0,288.502420604966,,0,209,Monday
2374,2014-07-29,0.0,25.35,10,,1407293.0,3.0,287.894788588307,,1,210,Tuesday
2379,2014-07-30,6.0,22.925,12,,1407303.0,3.0,322.875881063173,,2,211,Wednesday
2383,2014-07-31,3.0,22.4375,12,21.0,1407313.0,3.0,309.079343268278,,3,212,Thursday
2387,2014-08-01,1.0,26.725,8,,1408013.0,3.0,319.500774930285,,4,213,Friday
2392,2014-08-02,2.0,26.0875,12,,1408023.0,3.0,371.317889627818,,5,214,Saturday
2397,2014-08-03,5.0,23.0875,9,63.0,1408033.0,3.0,343.43792282254,,6,215,Sunday
2402,2014-08-04,6.0,22.5125,8,,1408043.0,3.0,297.367760654552,,0,216,Monday
2407,2014-08-05,5.0,23.0875,10,,1408053.0,3.0,368.177763746686,,1,217,Tuesday
2411,2014-08-06,0.0,22.825,10,,1408063.0,3.0,445.601241556296,,2,218,Wednesday
2416,2014-08-07,7.0,20.3125,6,61.0,1408073.0,3.0,369.463319760391,,3,219,Thursday
2421,2014-08-08,3.0,22.725,8,,1408083.0,3.0,403.367070559787,,4,220,Friday
2425,2014-08-09,6.0,20.1,17,61.0,1408093.0,3.0,421.552973897958,,5,221,Saturday
2429,2014-08-10,6.0,23.1,12,,1408103.0,3.0,361.157964082022,,6,222,Sunday
2434,2014-08-11,4.0,20.075,13,21.0,1408113.0,3.0,333.672393288692,,0,223,Monday
2439,2014-08-12,5.0,16.9125,12,95.0,1408123.0,3.0,358.729401264242,,1,224,Tuesday
2444,2014-08-13,2.0,20.9375,10,,1408133.0,3.0,333.616342702918,,2,225,Wednesday
2449,2014-08-14,7.0,18.05,10,65.0,1408143.0,3.0,339.910400493007,,3,226,Thursday
2454,2014-08-15,6.0,18.3625,8,61.0,1408153.0,3.0,335.82007347829,,4,227,Friday
2459,2014-08-16,6.0,17.2,15,61.0,1408163.0,3.0,398.439701504847,,5,228,Saturday
2465,2014-08-18,6.0,15.2,15,61.0,1408183.0,3.0,452.006265844125,,0,230,Monday
2470,2014-08-19,6.0,14.0875,12,61.0,1408193.0,3.0,292.31803993042,,1,231,Tuesday
2475,2014-08-20,5.0,15.675,17,21.0,1408203.0,3.0,266.702414649788,,2,232,Wednesday
2480,2014-08-21,5.0,16.2625,11,21.0,1408213.0,3.0,328.98244802647,,3,233,Thursday
2485,2014-08-22,7.0,16.325,12,61.0,1408223.0,3.0,327.903442796523,,4,234,Friday
2490,2014-08-23,4.0,15.9875,11,21.0,1408233.0,3.0,436.061018707048,,5,235,Saturday
2495,2014-08-24,3.0,16.3125,20,21.0,1408243.0,3.0,363.974117037647,,6,236,Sunday
2500,2014-08-25,5.0,14.7875,13,65.0,1408253.0,3.0,253.32067905636,,0,237,Monday
2505,2014-08-26,3.0,17.325,7,,1408263.0,3.0,212.353122239622,,1,238,Tuesday
2510,2014-08-27,1.0,19.875,9,,1408273.0,3.0,203.47656887381,,2,239,Wednesday
2515,2014-08-28,0.0,19.75,9,0.0,1408283.0,3.0,251.865349600569,,3,240,Thursday
2520,2014-08-29,5.0,19.125,12,63.0,1408293.0,3.0,256.780128275747,,4,241,Friday
2525,2014-08-30,7.0,17.75,9,61.0,1408303.0,3.0,295.555330754378,,5,242,Saturday
2530,2014-08-31,7.0,16.375,8,21.0,1408313.0,3.0,253.800184477715,,6,243,Sunday
2535,2014-09-01,7.0,17.875,12,61.0,1409013.0,3.0,226.543273328489,,0,244,Monday
2539,2014-09-02,2.0,18.375,13,,1409023.0,3.0,240.285480333537,,1,245,Tuesday
2544,2014-09-03,2.0,18.75,13,,1409033.0,3.0,234.738745605959,,2,246,Wednesday
2549,2014-09-04,0.0,20.0,15,,1409043.0,3.0,223.143360976669,,3,247,Thursday
2554,2014-09-05,2.0,21.375,10,,1409053.0,3.0,207.795889822214,,4,248,Friday
2559,2014-09-06,2.0,24.0,5,,1409063.0,3.0,250.55328368274,,5,249,Saturday
2564,2014-09-07,5.0,20.0,6,21.0,1409073.0,3.0,268.503120177705,,6,250,Sunday
2569,2014-09-08,4.0,17.375,12,21.0,1409083.0,3.0,181.481306520206,,0,251,Monday
2574,2014-09-09,6.0,17.125,16,63.0,1409093.0,3.0,194.812556589498,,1,252,Tuesday
2579,2014-09-10,2.0,18.625,12,,1409103.0,3.0,166.415961416606,,2,253,Wednesday
2583,2014-09-11,4.0,17.375,13,,1409113.0,3.0,160.69566581164,,3,254,Thursday
2588,2014-09-12,1.0,18.25,11,,1409123.0,3.0,163.496291050293,,4,255,Friday
2593,2014-09-13,7.0,17.0,12,,1409133.0,3.0,202.680233069363,,5,256,Saturday
2598,2014-09-14,7.0,17.625,14,61.0,1409143.0,3.0,225.776419048427,,6,257,Sunday
2603,2014-09-15,2.0,19.75,13,,1409153.0,3.0,168.5821507078,,0,258,Monday
2608,2014-09-16,0.0,20.125,13,,1409163.0,3.0,158.588637787684,,1,259,Tuesday
2613,2014-09-17,1.0,19.875,18,,1409173.0,3.0,141.710275930971,,2,260,Wednesday
2618,2014-09-18,0.0,20.5,13,,1409183.0,3.0,153.185621725663,,3,261,Thursday
2623,2014-09-19,0.0,20.75,9,5.0,1409193.0,3.0,181.192284839408,,4,262,Friday
2628,2014-09-20,3.0,19.375,7,10.0,1409203.0,3.0,238.229987099986,,5,263,Saturday
2633,2014-09-21,4.0,17.0,15,21.0,1409213.0,3.0,252.012812670797,,6,264,Sunday
2638,2014-09-22,6.0,13.0,17,21.0,1409223.0,3.0,154.947972943461,,0,265,Monday
2642,2014-09-23,4.0,14.75,6,,1409233.0,3.0,159.108501716463,,1,266,Tuesday
2647,2014-09-24,7.0,15.375,10,63.0,1409243.0,3.0,152.306301086813,,2,267,Wednesday
2652,2014-09-25,7.0,14.5,17,61.0,1409253.0,3.0,143.336816393684,,3,268,Thursday
2657,2014-09-26,7.0,16.75,13,61.0,1409263.0,3.0,144.769725122993,,4,269,Friday
2662,2014-09-27,2.0,16.375,14,,1409273.0,3.0,210.20969581799,,5,270,Saturday
2667,2014-09-28,4.0,18.5,7,,1409283.0,3.0,188.273053603534,,6,271,Sunday
2672,2014-09-29,6.0,18.125,6,,1409293.0,3.0,159.611110099364,,0,272,Monday
2677,2014-09-30,7.0,16.5,5,61.0,1409303.0,3.0,171.708864102195,,1,273,Tuesday
2682,2014-10-01,6.0,17.75,6,10.0,1410013.0,3.0,150.620021574618,,2,274,Wednesday
2687,2014-10-02,6.0,18.0,6,,1410023.0,3.0,164.42041516337,,3,275,Thursday
2692,2014-10-03,3.0,20.0,6,10.0,1410033.0,3.0,269.827117830639,,4,276,Friday
2697,2014-10-04,0.0,18.5,8,5.0,1410043.0,3.0,281.757971200957,,5,277,Saturday
2702,2014-10-05,1.0,16.25,7,,1410053.0,3.0,233.405843203076,,6,278,Sunday
2707,2014-10-06,2.0,15.75,15,10.0,1410063.0,3.0,228.639701182843,,0,279,Monday
2712,2014-10-07,7.0,13.0,10,65.0,1410073.0,3.0,220.541484826612,,1,280,Tuesday
2717,2014-10-08,6.0,14.125,10,61.0,1410083.0,3.0,265.681560003117,,2,281,Wednesday
2722,2014-10-09,5.0,17.875,10,,1410093.0,3.0,221.056406388694,,3,282,Thursday
2727,2014-10-10,4.0,16.375,10,,1410103.0,3.0,240.813212235927,,4,283,Friday
2731,2014-10-11,3.0,17.0,5,,1410113.0,3.0,268.913132488207,,5,284,Saturday
2736,2014-10-12,5.0,15.125,7,20.0,1410123.0,3.0,285.661904186498,,6,285,Sunday
2741,2014-10-13,7.0,12.625,12,63.0,1410133.0,3.0,199.088646650562,,0,286,Monday
2746,2014-10-14,6.0,14.0,5,61.0,1410143.0,3.0,238.238016495687,,1,287,Tuesday
2751,2014-10-15,7.0,13.875,6,21.0,1410153.0,3.0,218.845884805721,,2,288,Wednesday
2756,2014-10-16,7.0,13.5,6,61.0,1410163.0,3.0,208.715269211929,,3,289,Thursday
2761,2014-10-17,7.0,14.375,10,65.0,1410173.0,3.0,192.376184914232,,4,290,Friday
2766,2014-10-18,7.0,15.25,7,21.0,1410183.0,3.0,287.15749879149,,5,291,Saturday
2771,2014-10-19,7.0,17.375,13,95.0,1410193.0,3.0,234.530195285563,,6,292,Sunday
2776,2014-10-20,6.0,14.625,18,61.0,1410203.0,3.0,175.081904091899,,0,293,Monday
2781,2014-10-21,7.0,12.5,9,63.0,1410213.0,3.0,184.643705972007,,1,294,Tuesday
2786,2014-10-22,6.0,13.0,12,0.0,1410223.0,3.0,165.295512198228,,2,295,Wednesday
2791,2014-10-23,6.0,13.125,7,0.0,1410233.0,3.0,153.061273429423,,3,296,Thursday
2796,2014-10-24,7.0,13.5,9,,1410243.0,3.0,187.233285079945,,4,297,Friday
2802,2014-10-25,7.0,12.125,7,61.0,1410253.0,3.0,247.12995265692,,5,298,Saturday
2807,2014-10-26,5.0,12.75,9,0.0,1410263.0,3.0,312.55596224519,,6,299,Sunday
2813,2014-10-27,2.0,14.5,9,,1410273.0,3.0,173.883975463993,,0,300,Monday
2819,2014-10-28,0.0,13.875,8,,1410283.0,3.0,271.450402165107,,1,301,Tuesday
2825,2014-10-29,7.0,8.375,7,20.0,1410293.0,3.0,209.32399744082,,2,302,Wednesday
2830,2014-10-30,2.0,10.625,5,10.0,1410303.0,3.0,205.584371204915,,3,303,Thursday
2836,2014-10-31,8.0,12.875,5,10.0,1410313.0,3.0,278.575310838118,,4,304,Friday
2841,2014-11-01,2.0,16.5,8,0.0,1411013.0,3.0,266.527079383546,,5,305,Saturday
2847,2014-11-02,3.0,15.375,10,21.0,1411023.0,3.0,273.830726677708,,6,306,Sunday
2853,2014-11-03,4.0,13.75,12,0.0,1411033.0,3.0,152.462083619029,,0,307,Monday
2859,2014-11-04,7.0,11.625,8,61.0,1411043.0,3.0,154.085370382359,,1,308,Tuesday
2865,2014-11-05,7.0,9.5,11,61.0,1411053.0,3.0,159.090625700351,,2,309,Wednesday
2871,2014-11-06,5.0,8.875,10,0.0,1411063.0,3.0,146.243073140116,,3,310,Thursday
2877,2014-11-07,0.0,8.625,9,10.0,1411073.0,3.0,147.571392484558,,4,311,Friday
2883,2014-11-08,6.0,10.25,8,,1411083.0,3.0,228.618970821628,,5,312,Saturday
2889,2014-11-09,3.0,10.625,8,,1411093.0,3.0,299.926171597523,,6,313,Sunday
2895,2014-11-10,6.0,8.75,7,61.0,1411103.0,3.0,135.031553992339,,0,314,Monday
2901,2014-11-11,2.0,8.625,7,10.0,1411113.0,3.0,120.901976854138,,1,315,Tuesday
2907,2014-11-12,7.0,9.75,10,10.0,1411123.0,3.0,118.807593053289,,2,316,Wednesday
2913,2014-11-13,7.0,10.75,4,28.0,1411133.0,3.0,141.896558357674,,3,317,Thursday
2919,2014-11-14,7.0,10.75,10,10.0,1411143.0,3.0,120.276344081256,,4,318,Friday
2925,2014-11-15,8.0,9.25,14,10.0,1411153.0,3.0,167.04077705486,,5,319,Saturday
2931,2014-11-16,7.0,8.0,14,61.0,1411163.0,3.0,201.424733292503,,6,320,Sunday
2937,2014-11-17,7.0,9.625,7,10.0,1411173.0,3.0,142.187975485762,,0,321,Monday
2942,2014-11-18,7.0,8.875,13,61.0,1411183.0,3.0,153.386557030339,,1,322,Tuesday
2948,2014-11-19,7.0,8.5,11,61.0,1411193.0,3.0,116.091362635133,,2,323,Wednesday
2953,2014-11-20,5.0,6.125,7,0.0,1411203.0,3.0,122.334994595738,,3,324,Thursday
2959,2014-11-21,6.0,6.5,5,61.0,1411213.0,3.0,154.17927135207,,4,325,Friday
2965,2014-11-22,7.0,5.75,9,61.0,1411223.0,3.0,185.123069490112,,5,326,Saturday
2971,2014-11-23,6.0,6.75,7,21.0,1411233.0,3.0,260.295502050464,,6,327,Sunday
2977,2014-11-24,3.0,9.375,10,0.0,1411243.0,3.0,144.604223952278,,0,328,Monday
2983,2014-11-25,0.0,6.875,4,0.0,1411253.0,3.0,162.109721535091,,1,329,Tuesday
2989,2014-11-26,3.0,5.625,8,,1411263.0,3.0,136.466308797577,,2,330,Wednesday
2995,2014-11-27,0.0,4.5,10,10.0,1411273.0,3.0,133.929603775867,,3,331,Thursday
3001,2014-11-28,6.0,1.625,16,10.0,1411283.0,3.0,136.272146510191,,4,332,Friday
3007,2014-11-29,8.0,1.0,10,5.0,1411293.0,3.0,180.203086819412,,5,333,Saturday
3013,2014-11-30,8.0,0.0,11,10.0,1411303.0,3.0,209.357217817955,,6,334,Sunday
3019,2014-12-01,7.0,-2.0,13,10.0,1412013.0,3.0,119.427926175146,,0,335,Monday
3025,2014-12-02,8.0,-3.0,7,10.0,1412023.0,3.0,114.344792372048,,1,336,Tuesday
3031,2014-12-03,7.0,0.625,10,10.0,1412033.0,3.0,107.966860484541,,2,337,Wednesday
3037,2014-12-04,8.0,3.75,9,61.0,1412043.0,3.0,118.980588328359,,3,338,Thursday
3043,2014-12-05,7.0,2.0,7,61.0,1412053.0,3.0,102.714262360814,,4,339,Friday
3048,2014-12-06,2.0,5.75,7,10.0,1412063.0,3.0,137.072212637344,,5,340,Saturday
3054,2014-12-07,7.0,4.875,12,61.0,1412073.0,3.0,176.398838359498,,6,341,Sunday
3060,2014-12-08,7.0,3.25,8,61.0,1412083.0,3.0,85.1221580572805,,0,342,Monday
3066,2014-12-09,8.0,2.125,9,45.0,1412093.0,3.0,110.188826181187,,1,343,Tuesday
3072,2014-12-10,5.0,4.875,13,61.0,1412103.0,3.0,95.9446077675599,,2,344,Wednesday
3078,2014-12-11,7.0,4.0,12,95.0,1412113.0,3.0,86.8158104283075,,3,345,Thursday
3084,2014-12-12,7.0,7.25,18,61.0,1412123.0,3.0,87.4546226090543,,4,346,Friday
3090,2014-12-13,5.0,4.75,10,61.0,1412133.0,3.0,141.532178681449,,5,347,Saturday
3096,2014-12-14,4.0,3.5,9,10.0,1412143.0,3.0,199.263307540614,,6,348,Sunday
3102,2014-12-15,7.0,4.75,11,61.0,1412153.0,3.0,84.7009602246491,,0,349,Monday
3108,2014-12-16,8.0,4.625,12,61.0,1412163.0,3.0,90.6244258825429,,1,350,Tuesday
3114,2014-12-17,7.0,3.625,10,61.0,1412173.0,3.0,92.8686371290321,,2,351,Wednesday
3120,2014-12-18,7.0,10.0,11,61.0,1412183.0,3.0,98.9204200179679,,3,352,Thursday
3125,2014-12-19,5.0,8.125,15,61.0,1412193.0,3.0,82.7764794714156,,4,353,Friday
3130,2014-12-20,6.0,5.375,24,21.0,1412203.0,3.0,136.332087094635,,5,354,Saturday
3135,2014-12-21,6.0,6.625,14,21.0,1412213.0,3.0,154.631949040196,,6,355,Sunday
3141,2014-12-22,7.0,9.75,21,63.0,1412223.0,3.0,121.78829220581,,0,356,Monday
3147,2014-12-23,7.0,9.125,19,61.0,1412233.0,3.0,87.4855416799814,,1,357,Tuesday
3152,2014-12-24,5.0,7.75,21,61.0,1412243.0,3.0,100.716513467206,,2,358,Wednesday
3159,2014-12-27,3.0,-0.25,8,,1412273.0,3.0,184.816622133556,,5,361,Saturday
3165,2014-12-28,1.0,-0.5,7,0.0,1412283.0,3.0,165.516327951762,,6,362,Sunday
3171,2014-12-29,5.0,0.75,10,0.0,1412293.0,3.0,195.187828407006,,0,363,Monday
3175,2014-12-30,7.0,5.25,9,21.0,1412303.0,3.0,204.843887483445,,1,364,Tuesday
