,Unnamed: 0,Datum,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz
7156,,2015-11-07,,,,,,1511073.0,3.0,140.452844524859
7157,,2015-11-08,,,,,,1511083.0,3.0,152.607539505512
7158,,2015-11-09,,,,,,1511093.0,3.0,106.911757550291
7159,,2015-11-10,,,,,,1511103.0,3.0,77.2591246043059
7160,,2015-11-11,,,,,,1511113.0,3.0,89.0280001083141
7161,,2015-11-12,,,,,,1511123.0,3.0,114.171847336115
7162,,2015-11-13,,,,,,1511133.0,3.0,89.9590371263699
7163,,2015-11-14,,,,,,1511143.0,3.0,113.069738985194
7164,,2015-11-15,,,,,,1511153.0,3.0,119.694295715333
7165,,2015-11-16,,,,,,1511163.0,3.0,98.613021347171
7166,,2015-11-17,,,,,,1511173.0,3.0,72.7801578065075
7167,,2015-11-18,,,,,,1511183.0,3.0,56.1041588717274
7168,,2015-11-19,,,,,,1511193.0,3.0,69.9188174587824
7169,,2015-11-20,,,,,,1511203.0,3.0,68.2330172268982
7170,,2015-11-21,,,,,,1511213.0,3.0,94.5537487825515
7171,,2015-11-22,,,,,,1511223.0,3.0,112.859441067849
7172,,2015-11-23,,,,,,1511233.0,3.0,80.842269415621
7173,,2015-11-24,,,,,,1511243.0,3.0,105.085937091344
7174,,2015-11-25,,,,,,1511253.0,3.0,82.0043374617882
7175,,2015-11-26,,,,,,1511263.0,3.0,85.8963225013818
7176,,2015-11-27,,,,,,1511273.0,3.0,83.5498495555774
7177,,2015-11-28,,,,,,1511283.0,3.0,80.8718088270165
7178,,2015-11-29,,,,,,1511293.0,3.0,114.086141846843
7179,,2015-11-30,,,,,,1511303.0,3.0,97.3531024328631
7180,,2015-12-01,,,,,,1512013.0,3.0,81.4279182764571
7181,,2015-12-02,,,,,,1512023.0,3.0,92.939909399629
7182,,2015-12-03,,,,,,1512033.0,3.0,71.2378384066131
7183,,2015-12-04,,,,,,1512043.0,3.0,71.3387210140724
7184,,2015-12-05,,,,,,1512053.0,3.0,88.1907152941989
7185,,2015-12-06,,,,,,1512063.0,3.0,127.244430419829
7186,,2015-12-07,,,,,,1512073.0,3.0,60.9750500333041
7187,,2015-12-08,,,,,,1512083.0,3.0,94.0209378118793
7188,,2015-12-09,,,,,,1512093.0,3.0,85.9894911305105
7189,,2015-12-10,,,,,,1512103.0,3.0,100.920371943129
7190,,2015-12-11,,,,,,1512113.0,3.0,82.2908430221561
7191,,2015-12-12,,,,,,1512123.0,3.0,130.376039900417
7192,,2015-12-13,,,,,,1512133.0,3.0,150.040759469444
7193,,2015-12-14,,,,,,1512143.0,3.0,99.1527894963271
7194,,2015-12-15,,,,,,1512153.0,3.0,97.4589956086864
7195,,2015-12-16,,,,,,1512163.0,3.0,74.1859539243799
7196,,2015-12-17,,,,,,1512173.0,3.0,85.4781007686427
7197,,2015-12-18,,,,,,1512183.0,3.0,70.3918910072538
7198,,2015-12-19,,,,,,1512193.0,3.0,84.5745459337765
7199,,2015-12-20,,,,,,1512203.0,3.0,97.3754025532662
7200,,2015-12-21,,,,,,1512213.0,3.0,97.1686358768173
7201,,2015-12-22,,,,,,1512223.0,3.0,89.327573330566
7202,,2015-12-23,,,,,,1512233.0,3.0,103.056845595438
7203,,2015-12-24,,,,,,1512243.0,3.0,137.024357889754
7204,,2015-12-27,,,,,,1512273.0,3.0,139.175735437382
7205,,2015-12-28,,,,,,1512283.0,3.0,165.711268017584
7206,,2015-12-29,,,,,,1512293.0,3.0,162.948539436162
7207,,2015-12-30,,,,,,1512303.0,3.0,198.531538169955
7208,,2015-12-31,,,,,,1512313.0,3.0,208.660491671414
7209,,2016-01-02,,,,,,1601023.0,3.0,182.703831244386
7210,,2016-01-03,,,,,,1601033.0,3.0,164.859005761667
7211,,2016-01-04,,,,,,1601043.0,3.0,125.661184368252
7212,,2016-01-05,,,,,,1601053.0,3.0,101.23954835125
7213,,2016-01-06,,,,,,1601063.0,3.0,77.6448105535074
7214,,2016-01-07,,,,,,1601073.0,3.0,89.7986360923816
7215,,2016-01-08,,,,,,1601083.0,3.0,62.3059143752801
7216,,2016-01-09,,,,,,1601093.0,3.0,131.135214043175
7217,,2016-01-10,,,,,,1601103.0,3.0,133.842985475896
7218,,2016-01-11,,,,,,1601113.0,3.0,85.8697308053528
7219,,2016-01-12,,,,,,1601123.0,3.0,97.1292028532515
7220,,2016-01-13,,,,,,1601133.0,3.0,76.6672503579133
7221,,2016-01-14,,,,,,1601143.0,3.0,84.4716470314345
7222,,2016-01-15,,,,,,1601153.0,3.0,77.2434255197582
7223,,2016-01-16,,,,,,1601163.0,3.0,115.665082036361
7224,,2016-01-17,,,,,,1601173.0,3.0,172.589343024335
7225,,2016-01-18,,,,,,1601183.0,3.0,75.7081265683294
7226,,2016-01-19,,,,,,1601193.0,3.0,89.795126229029
7227,,2016-01-20,,,,,,1601203.0,3.0,107.303400705441
7228,,2016-01-21,,,,,,1601213.0,3.0,101.506722935716
7229,,2016-01-22,,,,,,1601223.0,3.0,65.7203857155031
7230,,2016-01-23,,,,,,1601233.0,3.0,97.7792786852686
7231,,2016-01-24,,,,,,1601243.0,3.0,151.068199970058
7232,,2016-01-25,,,,,,1601253.0,3.0,80.5316812843894
7233,,2016-01-26,,,,,,1601263.0,3.0,56.1255091629798
7234,,2016-01-27,,,,,,1601273.0,3.0,104.49661880823
7235,,2016-01-28,,,,,,1601283.0,3.0,69.5372348970724
7236,,2016-01-29,,,,,,1601293.0,3.0,77.2674236690111
7237,,2016-01-30,,,,,,1601303.0,3.0,101.154895981059
7238,,2016-01-31,,,,,,1601313.0,3.0,116.036789722019
7239,,2016-02-01,,,,,,1602013.0,3.0,79.6701465240555
7240,,2016-02-02,,,,,,1602023.0,3.0,77.7235209476192
7241,,2016-02-03,,,,,,1602033.0,3.0,77.0896272256222
7242,,2016-02-04,,,,,,1602043.0,3.0,89.2085750628842
7243,,2016-02-05,,,,,,1602053.0,3.0,80.809542590926
7244,,2016-02-06,,,,,,1602063.0,3.0,106.75536822121
7245,,2016-02-07,,,,,,1602073.0,3.0,140.818372036017
7246,,2016-02-08,,,,,,1602083.0,3.0,102.447839075974
7247,,2016-02-09,,,,,,1602093.0,3.0,87.6022418913691
7248,,2016-02-10,,,,,,1602103.0,3.0,80.2737824771539
7249,,2016-02-11,,,,,,1602113.0,3.0,91.3535120777711
7250,,2016-02-12,,,,,,1602123.0,3.0,69.5290464094912
7251,,2016-02-13,,,,,,1602133.0,3.0,100.464402718773
7252,,2016-02-14,,,,,,1602143.0,3.0,131.727380612779
7253,,2016-02-15,,,,,,1602153.0,3.0,108.081387650254
7254,,2016-02-16,,,,,,1602163.0,3.0,99.6986074709854
7255,,2016-02-17,,,,,,1602173.0,3.0,84.1453099145737
7256,,2016-02-18,,,,,,1602183.0,3.0,101.652557123811
7257,,2016-02-19,,,,,,1602193.0,3.0,92.6908944831849
7258,,2016-02-20,,,,,,1602203.0,3.0,91.426660400694
7259,,2016-02-21,,,,,,1602213.0,3.0,121.873805988119
7260,,2016-02-22,,,,,,1602223.0,3.0,72.3768680167102
7261,,2016-02-23,,,,,,1602233.0,3.0,107.661963735703
7262,,2016-02-24,,,,,,1602243.0,3.0,83.7317916112599
7263,,2016-02-25,,,,,,1602253.0,3.0,58.8933306111358
7264,,2016-02-26,,,,,,1602263.0,3.0,89.2970054722185
7265,,2016-02-27,,,,,,1602273.0,3.0,112.734042896824
7266,,2016-02-28,,,,,,1602283.0,3.0,143.402789700727
7267,,2016-02-29,,,,,,1602293.0,3.0,85.4670939199535
7268,,2016-03-01,,,,,,1603013.0,3.0,71.0119127390675
7269,,2016-03-02,,,,,,1603023.0,3.0,93.7217542076897
7270,,2016-03-03,,,,,,1603033.0,3.0,88.9616745803378
7271,,2016-03-04,,,,,,1603043.0,3.0,98.7464106170893
7272,,2016-03-05,,,,,,1603053.0,3.0,105.454582350578
7273,,2016-03-06,,,,,,1603063.0,3.0,125.253628707352
7274,,2016-03-07,,,,,,1603073.0,3.0,104.963466896837
7275,,2016-03-08,,,,,,1603083.0,3.0,73.2317211493194
7276,,2016-03-09,,,,,,1603093.0,3.0,112.702195949417
7277,,2016-03-10,,,,,,1603103.0,3.0,60.8341417156009
7278,,2016-03-11,,,,,,1603113.0,3.0,91.4520450012182
7279,,2016-03-12,,,,,,1603123.0,3.0,123.879594747325
7280,,2016-03-13,,,,,,1603133.0,3.0,141.827571462778
7281,,2016-03-14,,,,,,1603143.0,3.0,106.168003108515
7282,,2016-03-15,,,,,,1603153.0,3.0,85.1205684450089
7283,,2016-03-16,,,,,,1603163.0,3.0,103.320840659689
7284,,2016-03-17,,,,,,1603173.0,3.0,102.115552422329
7285,,2016-03-18,,,,,,1603183.0,3.0,83.2732058217668
7286,,2016-03-19,,,,,,1603193.0,3.0,139.178861828601
7287,,2016-03-20,,,,,,1603203.0,3.0,184.166261199202
7288,,2016-03-21,,,,,,1603213.0,3.0,112.199506864566
7289,,2016-03-22,,,,,,1603223.0,3.0,106.189967034507
7290,,2016-03-23,,,,,,1603233.0,3.0,108.098676775929
7291,,2016-03-26,,,,,,1603263.0,3.0,284.681250764875
7292,,2016-03-27,,,,,,1603273.0,3.0,189.788106034315
7293,,2016-03-28,,,,,,1603283.0,3.0,222.678061175997
7294,,2016-03-29,,,,,,1603293.0,3.0,102.221734637477
7295,,2016-03-30,,,,,,1603303.0,3.0,117.881664269555
7296,,2016-03-31,,,,,,1603313.0,3.0,126.127818313849
7297,,2016-04-01,,,,,,1604013.0,3.0,111.815006377573
7298,,2016-04-02,,,,,,1604023.0,3.0,189.133194226414
7299,,2016-04-03,,,,,,1604033.0,3.0,166.207053633233
7300,,2016-04-04,,,,,,1604043.0,3.0,128.292980884662
7301,,2016-04-05,,,,,,1604053.0,3.0,99.5827121199856
7302,,2016-04-06,,,,,,1604063.0,3.0,97.0822637355334
7303,,2016-04-07,,,,,,1604073.0,3.0,107.132064321167
7304,,2016-04-08,,,,,,1604083.0,3.0,120.523884707092
7305,,2016-04-09,,,,,,1604093.0,3.0,109.938038337504
7306,,2016-04-10,,,,,,1604103.0,3.0,129.352661247474
7307,,2016-04-11,,,,,,1604113.0,3.0,108.061463379292
7308,,2016-04-12,,,,,,1604123.0,3.0,94.4609362964128
7309,,2016-04-13,,,,,,1604133.0,3.0,103.935299590913
7310,,2016-04-14,,,,,,1604143.0,3.0,91.246014388283
7311,,2016-04-15,,,,,,1604153.0,3.0,86.3777902545636
7312,,2016-04-16,,,,,,1604163.0,3.0,163.804926988699
7313,,2016-04-17,,,,,,1604173.0,3.0,151.966394520198
7314,,2016-04-18,,,,,,1604183.0,3.0,80.6868758615905
7315,,2016-04-19,,,,,,1604193.0,3.0,97.9279177062117
7316,,2016-04-20,,,,,,1604203.0,3.0,69.0284229573483
7317,,2016-04-21,,,,,,1604213.0,3.0,92.3729306588041
7318,,2016-04-22,,,,,,1604223.0,3.0,96.0566519540133
7319,,2016-04-23,,,,,,1604233.0,3.0,123.22570358776
7320,,2016-04-24,,,,,,1604243.0,3.0,153.324122317668
7321,,2016-04-25,,,,,,1604253.0,3.0,123.274872525649
7322,,2016-04-26,,,,,,1604263.0,3.0,71.8323573128756
7323,,2016-04-27,,,,,,1604273.0,3.0,80.8725602170082
7324,,2016-04-28,,,,,,1604283.0,3.0,105.706858808087
7325,,2016-04-29,,,,,,1604293.0,3.0,82.9419491940788
7326,,2016-04-30,,,,,,1604303.0,3.0,134.027286218656
7327,,2016-05-01,,,,,,1605013.0,3.0,223.802785349283
7328,,2016-05-02,,,,,,1605023.0,3.0,95.4131027318739
7329,,2016-05-03,,,,,,1605033.0,3.0,78.2337652654008
7330,,2016-05-04,,,,,,1605043.0,3.0,130.920505347872
7331,,2016-05-05,,,,,,1605053.0,3.0,189.486215784858
7332,,2016-05-06,,,,,,1605063.0,3.0,223.695167377294
7333,,2016-05-07,,,,,,1605073.0,3.0,234.423968466887
7334,,2016-05-08,,,,,,1605083.0,3.0,223.450408926695
7335,,2016-05-09,,,,,,1605093.0,3.0,129.465698741399
7336,,2016-05-10,,,,,,1605103.0,3.0,72.9835247548076
7337,,2016-05-11,,,,,,1605113.0,3.0,141.551854340505
7338,,2016-05-12,,,,,,1605123.0,3.0,111.749909512964
7339,,2016-05-13,,,,,,1605133.0,3.0,122.600995902318
7340,,2016-05-14,,,,,,1605143.0,3.0,222.19069618993
7341,,2016-05-15,,,,,,1605153.0,3.0,233.964586111884
7342,,2016-05-16,,,,,,1605163.0,3.0,243.572747061241
7343,,2016-05-17,,,,,,1605173.0,3.0,155.81645216738
7344,,2016-05-18,,,,,,1605183.0,3.0,112.530997859032
7345,,2016-05-19,,,,,,1605193.0,3.0,129.892096900825
7346,,2016-05-20,,,,,,1605203.0,3.0,134.003083415072
7347,,2016-05-21,,,,,,1605213.0,3.0,175.636694299349
7348,,2016-05-22,,,,,,1605223.0,3.0,194.032210815487
7349,,2016-05-23,,,,,,1605233.0,3.0,138.761811140948
7350,,2016-05-24,,,,,,1605243.0,3.0,138.349557509955
7351,,2016-05-25,,,,,,1605253.0,3.0,93.5805022963291
7352,,2016-05-26,,,,,,1605263.0,3.0,107.902859794621
7353,,2016-05-27,,,,,,1605273.0,3.0,155.749888701697
7354,,2016-05-28,,,,,,1605283.0,3.0,247.070837260053
7355,,2016-05-29,,,,,,1605293.0,3.0,201.949752631363
7356,,2016-05-30,,,,,,1605303.0,3.0,107.195033511458
7357,,2016-05-31,,,,,,1605313.0,3.0,75.1225395305266
7358,,2016-06-01,,,,,,1606013.0,3.0,102.647483208157
7359,,2016-06-02,,,,,,1606023.0,3.0,81.0016777964952
7360,,2016-06-03,,,,,,1606033.0,3.0,119.434613145659
7361,,2016-06-04,,,,,,1606043.0,3.0,186.288225946355
7362,,2016-06-05,,,,,,1606053.0,3.0,204.02382551188
7363,,2016-06-06,,,,,,1606063.0,3.0,114.794611851092
7364,,2016-06-07,,,,,,1606073.0,3.0,111.50908281886
7365,,2016-06-08,,,,,,1606083.0,3.0,139.4508539836
7366,,2016-06-09,,,,,,1606093.0,3.0,114.020491132883
7367,,2016-06-10,,,,,,1606103.0,3.0,129.407445698529
7368,,2016-06-11,,,,,,1606113.0,3.0,228.439799511311
7369,,2016-06-12,,,,,,1606123.0,3.0,207.792906901658
7370,,2016-06-13,,,,,,1606133.0,3.0,141.781000615203
7371,,2016-06-14,,,,,,1606143.0,3.0,100.912492228875
7372,,2016-06-15,,,,,,1606153.0,3.0,110.978634293169
7373,,2016-06-16,,,,,,1606163.0,3.0,86.6321388895877
7374,,2016-06-17,,,,,,1606173.0,3.0,111.578949303683
7375,,2016-06-18,,,,,,1606183.0,3.0,210.995958062752
7376,,2016-06-19,,,,,,1606193.0,3.0,221.472814024848
7377,,2016-06-20,,,,,,1606203.0,3.0,160.366420638134
7378,,2016-06-21,,,,,,1606213.0,3.0,147.991076622665
7379,,2016-06-22,,,,,,1606223.0,3.0,132.946056097799
7380,,2016-06-23,,,,,,1606233.0,3.0,161.58432145411
7381,,2016-06-24,,,,,,1606243.0,3.0,161.274225315318
7382,,2016-06-25,,,,,,1606253.0,3.0,330.478660501536
7383,,2016-06-26,,,,,,1606263.0,3.0,240.674329382729
7384,,2016-06-27,,,,,,1606273.0,3.0,145.138260293234
7385,,2016-06-28,,,,,,1606283.0,3.0,161.869224113387
7386,,2016-06-29,,,,,,1606293.0,3.0,138.086225716019
7387,,2016-06-30,,,,,,1606303.0,3.0,136.640373498376
7388,,2016-07-01,,,,,,1607013.0,3.0,148.845304362305
7389,,2016-07-02,,,,,,1607023.0,3.0,235.678451999105
7390,,2016-07-03,,,,,,1607033.0,3.0,198.57572478932
7391,,2016-07-04,,,,,,1607043.0,3.0,101.501372957599
7392,,2016-07-05,,,,,,1607053.0,3.0,139.603404199373
7393,,2016-07-06,,,,,,1607063.0,3.0,164.349099555347
7394,,2016-07-08,,,,,,1607083.0,3.0,157.876878826052
7395,,2016-07-09,,,,,,1607093.0,3.0,246.879387896932
7396,,2016-07-10,,,,,,1607103.0,3.0,216.585703890106
7397,,2016-07-11,,,,,,1607113.0,3.0,179.278876112019
7398,,2016-07-12,,,,,,1607123.0,3.0,170.230875748386
7399,,2016-07-13,,,,,,1607133.0,3.0,179.907364672447
7400,,2016-07-14,,,,,,1607143.0,3.0,218.801690747843
7401,,2016-07-15,,,,,,1607153.0,3.0,188.310124766528
7402,,2016-07-16,,,,,,1607163.0,3.0,223.292333174144
7403,,2016-07-17,,,,,,1607173.0,3.0,240.984092016883
7404,,2016-07-19,,,,,,1607193.0,3.0,231.302041791688
7405,,2016-07-20,,,,,,1607203.0,3.0,225.94725477004
7406,,2016-07-21,,,,,,1607213.0,3.0,214.795915124578
7407,,2016-07-22,,,,,,1607223.0,3.0,218.193724524142
7408,,2016-07-23,,,,,,1607233.0,3.0,300.402606623953
7409,,2016-07-24,,,,,,1607243.0,3.0,257.179272866847
7410,,2016-07-25,,,,,,1607253.0,3.0,282.729423408297
7411,,2016-07-26,,,,,,1607263.0,3.0,311.186206266119
7412,,2016-07-27,,,,,,1607273.0,3.0,296.787317629001
7413,,2016-07-28,,,,,,1607283.0,3.0,339.772120514901
7414,,2016-07-29,,,,,,1607293.0,3.0,313.051127748557
7415,,2016-07-30,,,,,,1607303.0,3.0,396.978002151989
7416,,2016-07-31,,,,,,1607313.0,3.0,352.721178327364
7417,,2016-08-01,,,,,,1608013.0,3.0,315.867116776854
7418,,2016-08-02,,,,,,1608023.0,3.0,307.195889740818
7419,,2016-08-03,,,,,,1608033.0,3.0,324.063160689359
7420,,2016-08-04,,,,,,1608043.0,3.0,294.953956111065
7421,,2016-08-05,,,,,,1608053.0,3.0,307.366610857395
7422,,2016-08-06,,,,,,1608063.0,3.0,326.032069049756
7423,,2016-08-07,,,,,,1608073.0,3.0,327.052753961083
7424,,2016-08-08,,,,,,1608083.0,3.0,277.881342355861
7425,,2016-08-09,,,,,,1608093.0,3.0,320.651490164019
7426,,2016-08-10,,,,,,1608103.0,3.0,315.42015433627
7427,,2016-08-11,,,,,,1608113.0,3.0,312.998425205478
7428,,2016-08-12,,,,,,1608123.0,3.0,316.412519279478
7429,,2016-08-13,,,,,,1608133.0,3.0,402.860567190888
7430,,2016-08-16,,,,,,1608163.0,3.0,268.715042972505
7431,,2016-08-17,,,,,,1608173.0,3.0,274.152347904724
7432,,2016-08-18,,,,,,1608183.0,3.0,287.765747135281
7433,,2016-08-19,,,,,,1608193.0,3.0,264.579771990774
7434,,2016-08-20,,,,,,1608203.0,3.0,383.298667769012
7435,,2016-08-21,,,,,,1608213.0,3.0,259.585275102001
7436,,2016-08-22,,,,,,1608223.0,3.0,138.3366983689
7437,,2016-08-23,,,,,,1608233.0,3.0,184.170367057689
7438,,2016-08-24,,,,,,1608243.0,3.0,170.353220830059
7439,,2016-08-25,,,,,,1608253.0,3.0,181.842118829346
7440,,2016-08-26,,,,,,1608263.0,3.0,166.402064505158
7441,,2016-08-27,,,,,,1608273.0,3.0,277.903100318237
7442,,2016-08-28,,,,,,1608283.0,3.0,256.176762589354
7443,,2016-08-29,,,,,,1608293.0,3.0,136.29657520517
7444,,2016-08-30,,,,,,1608303.0,3.0,160.336321801591
7445,,2016-08-31,,,,,,1608313.0,3.0,163.49670308802
7446,,2016-09-01,,,,,,1609013.0,3.0,184.329861039082
7447,,2016-09-02,,,,,,1609023.0,3.0,161.932437682552
7448,,2016-09-03,,,,,,1609033.0,3.0,269.483931194562
7449,,2016-09-04,,,,,,1609043.0,3.0,221.580285871103
7450,,2016-09-05,,,,,,1609053.0,3.0,126.457096377826
7451,,2016-09-06,,,,,,1609063.0,3.0,122.486688739232
7452,,2016-09-07,,,,,,1609073.0,3.0,125.901174672784
7453,,2016-09-08,,,,,,1609083.0,3.0,123.558512923317
7454,,2016-09-09,,,,,,1609093.0,3.0,152.138133385527
7455,,2016-09-10,,,,,,1609103.0,3.0,280.009462399262
7456,,2016-09-11,,,,,,1609113.0,3.0,209.960575918
7457,,2016-09-12,,,,,,1609123.0,3.0,155.471605350608
7458,,2016-09-13,,,,,,1609133.0,3.0,176.251944609301
7459,,2016-09-14,,,,,,1609143.0,3.0,151.863811050942
7460,,2016-09-15,,,,,,1609153.0,3.0,135.288518813294
7461,,2016-09-16,,,,,,1609163.0,3.0,161.752881879896
7462,,2016-09-17,,,,,,1609173.0,3.0,215.046440523193
7463,,2016-09-18,,,,,,1609183.0,3.0,197.307853070949
7464,,2016-09-19,,,,,,1609193.0,3.0,122.536393643501
7465,,2016-09-20,,,,,,1609203.0,3.0,131.214401149036
7466,,2016-09-21,,,,,,1609213.0,3.0,118.573978194193
7467,,2016-09-22,,,,,,1609223.0,3.0,121.812793900583
7468,,2016-09-23,,,,,,1609233.0,3.0,114.784833689674
7469,,2016-09-24,,,,,,1609243.0,3.0,147.403447349753
7470,,2016-09-25,,,,,,1609253.0,3.0,171.298099810589
7471,,2016-09-26,,,,,,1609263.0,3.0,100.656797037996
7472,,2016-09-27,,,,,,1609273.0,3.0,106.824179540477
7473,,2016-09-28,,,,,,1609283.0,3.0,108.052540485998
7474,,2016-09-29,,,,,,1609293.0,3.0,113.054146061102
7475,,2016-09-30,,,,,,1609303.0,3.0,129.269260103097
7476,,2016-10-01,,,,,,1610013.0,3.0,166.963999835678
7477,,2016-10-02,,,,,,1610023.0,3.0,186.732360367454
7478,,2016-10-03,,,,,,1610033.0,3.0,182.443859182106
7479,,2016-10-04,,,,,,1610043.0,3.0,123.415726677241
7480,,2016-10-05,,,,,,1610053.0,3.0,120.624272460905
7481,,2016-10-06,,,,,,1610063.0,3.0,101.60163656775
7482,,2016-10-07,,,,,,1610073.0,3.0,141.93416312528
7483,,2016-10-08,,,,,,1610083.0,3.0,159.043461454141
7484,,2016-10-09,,,,,,1610093.0,3.0,181.693182252688
7485,,2016-10-10,,,,,,1610103.0,3.0,144.619334839444
7486,,2016-10-11,,,,,,1610113.0,3.0,193.457092513929
7487,,2016-10-12,,,,,,1610123.0,3.0,159.062487471256
7488,,2016-10-13,,,,,,1610133.0,3.0,147.744752027756
7489,,2016-10-14,,,,,,1610143.0,3.0,166.32217095808
7490,,2016-10-15,,,,,,1610153.0,3.0,189.027358152441
7491,,2016-10-16,,,,,,1610163.0,3.0,213.136283121314
7492,,2016-10-17,,,,,,1610173.0,3.0,158.15111344134
7493,,2016-10-18,,,,,,1610183.0,3.0,149.45088792686
7494,,2016-10-19,,,,,,1610193.0,3.0,139.392809720067
7495,,2016-10-20,,,,,,1610203.0,3.0,163.589529856023
7496,,2016-10-21,,,,,,1610213.0,3.0,157.154195182157
7497,,2016-10-22,,,,,,1610223.0,3.0,142.628523419571
7498,,2016-10-23,,,,,,1610233.0,3.0,184.302463772913
7499,,2016-10-24,,,,,,1610243.0,3.0,91.661343436281
7500,,2016-10-25,,,,,,1610253.0,3.0,91.4174596798256
7501,,2016-10-26,,,,,,1610263.0,3.0,124.814994354034
7502,,2016-10-27,,,,,,1610273.0,3.0,81.3083736578224
7503,,2016-10-28,,,,,,1610283.0,3.0,84.2028058990911
7504,,2016-10-29,,,,,,1610293.0,3.0,110.598012441388
7505,,2016-10-30,,,,,,1610303.0,3.0,141.901075742017
7506,,2016-10-31,,,,,,1610313.0,3.0,116.957939230667
7507,,2016-11-01,,,,,,1611013.0,3.0,101.44458467343
7508,,2016-11-02,,,,,,1611023.0,3.0,90.8202443873751
7509,,2016-11-03,,,,,,1611033.0,3.0,111.819161696001
7510,,2016-11-04,,,,,,1611043.0,3.0,122.555235204681
7511,,2016-11-05,,,,,,1611053.0,3.0,115.638311931186
7512,,2016-11-06,,,,,,1611063.0,3.0,142.854624136284
7513,,2016-11-07,,,,,,1611073.0,3.0,98.4615638799173
7514,,2016-11-08,,,,,,1611083.0,3.0,79.8857514598579
7515,,2016-11-09,,,,,,1611093.0,3.0,76.8691465964589
7516,,2016-11-10,,,,,,1611103.0,3.0,73.253261288051
7517,,2016-11-11,,,,,,1611113.0,3.0,81.1040142115944
7518,,2016-11-12,,,,,,1611123.0,3.0,113.479986837697
7519,,2016-11-13,,,,,,1611133.0,3.0,155.829169523759
7520,,2016-11-14,,,,,,1611143.0,3.0,75.9976345648867
7521,,2016-11-15,,,,,,1611153.0,3.0,84.5049657045271
7522,,2016-11-16,,,,,,1611163.0,3.0,93.210451599767
7523,,2016-11-17,,,,,,1611173.0,3.0,106.092674322495
7524,,2016-11-18,,,,,,1611183.0,3.0,64.3170726423712
7525,,2016-11-19,,,,,,1611193.0,3.0,116.829845405325
7526,,2016-11-20,,,,,,1611203.0,3.0,142.385019678959
7527,,2016-11-21,,,,,,1611213.0,3.0,98.333606595868
7528,,2016-11-22,,,,,,1611223.0,3.0,101.236985727754
7529,,2016-11-23,,,,,,1611233.0,3.0,91.490933306852
7530,,2016-11-24,,,,,,1611243.0,3.0,92.4017737531051
7531,,2016-11-25,,,,,,1611253.0,3.0,100.690163238234
7532,,2016-11-26,,,,,,1611263.0,3.0,129.982834329394
7533,,2016-11-27,,,,,,1611273.0,3.0,157.081764001948
7534,,2016-11-28,,,,,,1611283.0,3.0,93.4531134753644
7535,,2016-11-29,,,,,,1611293.0,3.0,89.3040391726829
7536,,2016-11-30,,,,,,1611303.0,3.0,85.4312169839517
7537,,2016-12-01,,,,,,1612013.0,3.0,85.9494985489893
7538,,2016-12-02,,,,,,1612023.0,3.0,77.2714433251357
7539,,2016-12-03,,,,,,1612033.0,3.0,106.214827776906
7540,,2016-12-04,,,,,,1612043.0,3.0,125.514576263244
7541,,2016-12-05,,,,,,1612053.0,3.0,95.5090556206996
7542,,2016-12-06,,,,,,1612063.0,3.0,70.1343151458493
7543,,2016-12-07,,,,,,1612073.0,3.0,85.2212886860415
7544,,2016-12-08,,,,,,1612083.0,3.0,85.9084157115656
7545,,2016-12-09,,,,,,1612093.0,3.0,81.3562481298833
7546,,2016-12-10,,,,,,1612103.0,3.0,101.293319783939
7547,,2016-12-11,,,,,,1612113.0,3.0,176.390387266873
7548,,2016-12-12,,,,,,1612123.0,3.0,77.6737672684405
7549,,2016-12-13,,,,,,1612133.0,3.0,96.7761934509133
7550,,2016-12-14,,,,,,1612143.0,3.0,37.7392454247434
7551,,2016-12-15,,,,,,1612153.0,3.0,73.6976971614453
7552,,2016-12-16,,,,,,1612163.0,3.0,81.0877267943151
7553,,2016-12-18,,,,,,1612183.0,3.0,174.728998356701
7554,,2016-12-19,,,,,,1612193.0,3.0,86.5548623487554
7555,,2016-12-20,,,,,,1612203.0,3.0,62.3552365841189
7556,,2016-12-21,,,,,,1612213.0,3.0,101.434261871418
7557,,2016-12-22,,,,,,1612223.0,3.0,74.3581509870598
7558,,2016-12-23,,,,,,1612233.0,3.0,100.734575177249
7559,,2016-12-24,,,,,,1612243.0,3.0,77.6179363690156
7560,,2016-12-27,,,,,,1612273.0,3.0,127.178228446889
7561,,2016-12-28,,,,,,1612283.0,3.0,137.541974900339
7562,,2016-12-29,,,,,,1612293.0,3.0,128.192786610977
7563,,2016-12-30,,,,,,1612303.0,3.0,131.355693828947
7564,,2016-12-31,,,,,,1612313.0,3.0,158.239302804042
7565,,2017-01-02,,,,,,1701023.0,3.0,93.0351063272558
7566,,2017-01-03,,,,,,1701033.0,3.0,80.7863564731785
7567,,2017-01-04,,,,,,1701043.0,3.0,78.2861734025078
7568,,2017-01-05,,,,,,1701053.0,3.0,106.740128482748
7569,,2017-01-06,,,,,,1701063.0,3.0,65.3687307096755
7570,,2017-01-07,,,,,,1701073.0,3.0,75.5002630311797
7571,,2017-01-08,,,,,,1701083.0,3.0,131.287627179758
7572,,2017-01-09,,,,,,1701093.0,3.0,73.1420980887895
7573,,2017-01-10,,,,,,1701103.0,3.0,70.6114048326199
