,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date
5696,1608081,2016-08-08,1,164.185739816663,5.0,19.0,18.0,21.0,0.0,0,221,Monday,8,2016,32,3,0,0,0,0,0,31,2,1,Bread,2016,2016-08-08
5701,1608091,2016-08-09,1,168.392491471408,5.0,15.375,18.0,21.0,0.0,1,222,Tuesday,8,2016,32,3,0,0,0,0,0,31,2,1,Bread,2016,2016-08-09
5706,1608101,2016-08-10,1,146.108444701411,4.0,14.5,15.0,95.0,0.0,2,223,Wednesday,8,2016,32,3,0,0,0,0,0,31,2,1,Bread,2016,2016-08-10
5711,1608111,2016-08-11,1,155.445190548365,7.0,13.875,9.0,61.0,0.0,3,224,Thursday,8,2016,32,3,0,0,0,0,0,31,2,1,Bread,2016,2016-08-11
5716,1608121,2016-08-12,1,172.772180030773,7.0,18.25,12.0,61.0,0.0,4,225,Friday,8,2016,32,3,0,0,0,0,0,31,2,1,Bread,2016,2016-08-12
5721,1608131,2016-08-13,1,242.04298764093,7.0,18.125,12.0,61.0,0.0,5,226,Saturday,8,2016,32,3,1,0,0,0,0,31,2,1,Bread,2016,2016-08-13
5726,1608161,2016-08-16,1,111.26757761232,2.0,19.375,10.0,,0.0,1,229,Tuesday,8,2016,33,3,0,0,0,0,0,31,3,1,Bread,2016,2016-08-16
5731,1608171,2016-08-17,1,133.724113213579,0.0,19.571428,8.0,,0.0,2,230,Wednesday,8,2016,33,3,0,0,0,0,0,31,3,1,Bread,2016,2016-08-17
5736,1608181,2016-08-18,1,166.491293516648,3.0,18.25,9.0,,0.0,3,231,Thursday,8,2016,33,3,0,0,0,0,0,31,3,1,Bread,2016,2016-08-18
5741,1608191,2016-08-19,1,163.439489694208,3.0,20.375,8.0,,0.0,4,232,Friday,8,2016,33,3,0,0,0,0,0,31,3,1,Bread,2016,2016-08-19
5746,1608201,2016-08-20,1,168.383074897518,7.0,20.25,9.0,61.0,0.0,5,233,Saturday,8,2016,33,3,1,0,0,0,0,31,3,1,Bread,2016,2016-08-20
5751,1608211,2016-08-21,1,64.0296375905993,4.0,19.875,9.0,21.0,0.0,6,234,Sunday,8,2016,33,3,1,0,0,0,0,31,3,1,Bread,2016,2016-08-21
5756,1608221,2016-08-22,1,132.218707810364,7.0,18.375,10.0,65.0,0.0,0,235,Monday,8,2016,34,3,0,0,0,0,0,31,4,1,Bread,2016,2016-08-22
5761,1608231,2016-08-23,1,100.797638745173,6.0,21.75,8.0,,0.0,1,236,Tuesday,8,2016,34,3,0,0,0,0,0,31,4,1,Bread,2016,2016-08-23
5766,1608241,2016-08-24,1,128.031689472655,0.0,25.375,6.0,,0.0,2,237,Wednesday,8,2016,34,3,0,0,0,0,0,31,4,1,Bread,2016,2016-08-24
5771,1608251,2016-08-25,1,131.898041645196,0.0,28.375,6.0,,0.0,3,238,Thursday,8,2016,34,3,0,0,0,0,0,31,4,1,Bread,2016,2016-08-25
5776,1608261,2016-08-26,1,113.857651667203,0.0,27.75,13.0,,0.0,4,239,Friday,8,2016,34,3,0,0,0,0,0,31,4,1,Bread,2016,2016-08-26
5781,1608271,2016-08-27,1,143.728050251138,0.0,20.375,8.0,,0.0,5,240,Saturday,8,2016,34,3,1,0,0,0,0,31,4,1,Bread,2016,2016-08-27
5786,1608281,2016-08-28,1,64.0609471983839,4.0,21.875,12.0,63.0,0.0,6,241,Sunday,8,2016,34,3,1,0,0,0,0,31,4,1,Bread,2016,2016-08-28
5791,1608291,2016-08-29,1,117.093542214261,3.0,18.5,15.0,21.0,0.0,0,242,Monday,8,2016,35,3,0,0,0,0,0,31,5,1,Bread,2016,2016-08-29
5796,1608301,2016-08-30,1,146.236249515322,2.0,20.25,12.0,,0.0,1,243,Tuesday,8,2016,35,3,0,0,0,0,0,31,5,1,Bread,2016,2016-08-30
5801,1608311,2016-08-31,1,133.333037402885,0.0,23.125,6.0,,0.0,2,244,Wednesday,8,2016,35,3,0,0,1,0,0,31,5,1,Bread,2016,2016-08-31
5806,1609011,2016-09-01,1,134.059380486205,5.0,20.25,13.0,21.0,0.0,3,245,Thursday,9,2016,35,3,0,1,0,0,0,30,1,1,Bread,2016,2016-09-01
5811,1609021,2016-09-02,1,85.2045971552449,4.0,19.125,8.0,61.0,0.0,4,246,Friday,9,2016,35,3,0,0,0,0,0,30,1,1,Bread,2016,2016-09-02
5816,1609031,2016-09-03,1,167.820279051247,5.0,19.25,12.0,21.0,0.0,5,247,Saturday,9,2016,35,3,1,0,0,0,0,30,1,1,Bread,2016,2016-09-03
5821,1609041,2016-09-04,1,63.5013684156845,6.0,19.25,8.0,61.0,0.0,6,248,Sunday,9,2016,35,3,1,0,0,0,0,30,1,1,Bread,2016,2016-09-04
5826,1609051,2016-09-05,1,162.984490197691,0.0,19.125,12.0,0.0,0.0,0,249,Monday,9,2016,36,3,0,0,0,0,0,30,1,1,Bread,2016,2016-09-05
5831,1609061,2016-09-06,1,95.8411144296674,2.0,21.75,6.0,,0.0,1,250,Tuesday,9,2016,36,3,0,0,0,0,0,30,1,1,Bread,2016,2016-09-06
5836,1609071,2016-09-07,1,109.455420848433,0.0,23.625,6.0,,0.0,2,251,Wednesday,9,2016,36,3,0,0,0,0,0,30,1,1,Bread,2016,2016-09-07
5841,1609081,2016-09-08,1,125.091909371069,0.0,25.625,7.0,,0.0,3,252,Thursday,9,2016,36,3,0,0,0,0,0,30,2,1,Bread,2016,2016-09-08
5846,1609091,2016-09-09,1,148.877333962067,2.0,21.375,10.0,0.0,0.0,4,253,Friday,9,2016,36,3,0,0,0,0,0,30,2,1,Bread,2016,2016-09-09
5851,1609101,2016-09-10,1,140.376787154846,0.0,23.875,6.0,,0.0,5,254,Saturday,9,2016,36,3,1,0,0,0,0,30,2,1,Bread,2016,2016-09-10
5856,1609111,2016-09-11,1,85.7357676571596,6.0,20.875,10.0,,0.0,6,255,Sunday,9,2016,36,3,1,0,0,0,0,30,2,1,Bread,2016,2016-09-11
5861,1609121,2016-09-12,1,129.296154663315,0.0,25.375,8.0,,0.0,0,256,Monday,9,2016,37,3,0,0,0,0,0,30,2,1,Bread,2016,2016-09-12
5866,1609131,2016-09-13,1,110.165491085845,0.0,27.875,8.0,,0.0,1,257,Tuesday,9,2016,37,3,0,0,0,0,0,30,2,1,Bread,2016,2016-09-13
5871,1609141,2016-09-14,1,101.506886848651,0.0,25.25,9.0,,0.0,2,258,Wednesday,9,2016,37,3,0,0,0,0,0,30,2,1,Bread,2016,2016-09-14
5876,1609151,2016-09-15,1,139.038489572332,0.0,23.75,13.0,,0.0,3,259,Thursday,9,2016,37,3,0,0,0,0,0,30,3,1,Bread,2016,2016-09-15
5881,1609161,2016-09-16,1,82.9657291003825,4.0,22.75,8.0,0.0,0.0,4,260,Friday,9,2016,37,3,0,0,0,0,0,30,3,1,Bread,2016,2016-09-16
5886,1609171,2016-09-17,1,120.786599548847,5.0,18.875,14.0,,0.0,5,261,Saturday,9,2016,37,3,1,0,0,0,0,30,3,1,Bread,2016,2016-09-17
5891,1609181,2016-09-18,1,93.160862383955,7.0,16.75,15.0,21.0,0.0,6,262,Sunday,9,2016,37,3,1,0,0,0,0,30,3,1,Bread,2016,2016-09-18
5896,1609191,2016-09-19,1,114.697410367889,7.0,17.0,9.0,,0.0,0,263,Monday,9,2016,38,3,0,0,0,0,0,30,3,1,Bread,2016,2016-09-19
5901,1609201,2016-09-20,1,147.044940899915,5.0,17.5,8.0,,0.0,1,264,Tuesday,9,2016,38,3,0,0,0,0,0,30,3,1,Bread,2016,2016-09-20
5906,1609211,2016-09-21,1,113.835673304499,3.0,18.375,10.0,,0.0,2,265,Wednesday,9,2016,38,3,0,0,0,0,0,30,3,1,Bread,2016,2016-09-21
5911,1609221,2016-09-22,1,124.063350220345,4.0,18.5,6.0,,0.0,3,266,Thursday,9,2016,38,3,0,0,0,0,0,30,4,1,Bread,2016,2016-09-22
5916,1609231,2016-09-23,1,123.203567184748,4.0,18.625,12.0,21.0,0.0,4,267,Friday,9,2016,38,3,0,0,0,0,0,30,4,1,Bread,2016,2016-09-23
5921,1609241,2016-09-24,1,124.760380048605,0.0,18.625,6.0,,0.0,5,268,Saturday,9,2016,38,3,1,0,0,0,0,30,4,1,Bread,2016,2016-09-24
5926,1609251,2016-09-25,1,50.7009834904937,0.0,21.375,8.0,,0.0,6,269,Sunday,9,2016,38,3,1,0,0,0,0,30,4,1,Bread,2016,2016-09-25
5931,1609261,2016-09-26,1,100.687007359059,4.0,18.25,6.0,0.0,0.0,0,270,Monday,9,2016,39,3,0,0,0,0,0,30,4,1,Bread,2016,2016-09-26
5936,1609271,2016-09-27,1,124.380118113529,0.0,19.875,6.0,0.0,0.0,1,271,Tuesday,9,2016,39,3,0,0,0,0,0,30,4,1,Bread,2016,2016-09-27
5941,1609281,2016-09-28,1,120.131624904303,6.0,19.125,19.0,,0.0,2,272,Wednesday,9,2016,39,3,0,0,0,0,0,30,4,1,Bread,2016,2016-09-28
5946,1609291,2016-09-29,1,106.899462001863,7.0,17.375,13.0,61.0,0.0,3,273,Thursday,9,2016,39,3,0,0,0,0,0,30,5,1,Bread,2016,2016-09-29
5951,1609301,2016-09-30,1,126.366800158974,6.0,14.0,11.0,61.0,0.0,4,274,Friday,9,2016,39,3,0,0,1,0,0,30,5,1,Bread,2016,2016-09-30
5956,1610011,2016-10-01,1,173.938069367793,3.0,15.875,6.0,,0.0,5,275,Saturday,10,2016,39,4,1,1,0,0,0,31,1,1,Bread,2016,2016-10-01
5961,1610021,2016-10-02,1,56.3004091147622,3.0,15.75,7.0,21.0,0.0,6,276,Sunday,10,2016,39,4,1,0,0,0,0,31,1,1,Bread,2016,2016-10-02
5966,1610031,2016-10-03,1,62.1746495327839,7.0,14.375,18.0,61.0,0.0,0,277,Monday,10,2016,40,4,0,0,0,0,0,31,1,1,Bread,2016,2016-10-03
5971,1610041,2016-10-04,1,172.446738288365,5.0,13.25,16.0,,0.0,1,278,Tuesday,10,2016,40,4,0,0,0,0,0,31,1,1,Bread,2016,2016-10-04
5976,1610051,2016-10-05,1,114.574136259055,3.0,12.0,19.0,,0.0,2,279,Wednesday,10,2016,40,4,0,0,0,0,0,31,1,1,Bread,2016,2016-10-05
5981,1610061,2016-10-06,1,136.945957744399,7.0,11.25,17.0,20.0,0.0,3,280,Thursday,10,2016,40,4,0,0,0,0,0,31,1,1,Bread,2016,2016-10-06
5986,1610071,2016-10-07,1,134.611025021576,7.0,11.125,15.0,0.0,0.0,4,281,Friday,10,2016,40,4,0,0,0,0,0,31,1,1,Bread,2016,2016-10-07
5991,1610081,2016-10-08,1,147.66789204124,5.0,11.625,16.0,,0.0,5,282,Saturday,10,2016,40,4,1,0,0,0,0,31,2,1,Bread,2016,2016-10-08
5996,1610091,2016-10-09,1,53.3156087813301,7.0,9.125,10.0,61.0,0.0,6,283,Sunday,10,2016,40,4,1,0,0,0,0,31,2,1,Bread,2016,2016-10-09
6001,1610101,2016-10-10,1,130.880964042862,7.0,11.125,10.0,61.0,0.0,0,284,Monday,10,2016,41,4,0,0,0,0,0,31,2,1,Bread,2016,2016-10-10
6006,1610111,2016-10-11,1,85.4801757621986,7.0,9.875,20.0,61.0,0.0,1,285,Tuesday,10,2016,41,4,0,0,0,0,0,31,2,1,Bread,2016,2016-10-11
6011,1610121,2016-10-12,1,98.0361155623953,7.0,9.75,18.0,63.0,0.0,2,286,Wednesday,10,2016,41,4,0,0,0,0,0,31,2,1,Bread,2016,2016-10-12
6016,1610131,2016-10-13,1,148.18590913848,6.0,10.875,15.0,0.0,0.0,3,287,Thursday,10,2016,41,4,0,0,0,0,0,31,2,1,Bread,2016,2016-10-13
6021,1610141,2016-10-14,1,93.8261887010055,7.0,9.125,13.0,61.0,0.0,4,288,Friday,10,2016,41,4,0,0,0,0,0,31,2,1,Bread,2016,2016-10-14
6026,1610151,2016-10-15,1,132.894647230153,8.0,8.625,12.0,61.0,0.0,5,289,Saturday,10,2016,41,4,1,0,0,0,0,31,3,1,Bread,2016,2016-10-15
6031,1610161,2016-10-16,1,74.5534527201843,8.0,11.375,6.0,10.0,0.0,6,290,Sunday,10,2016,41,4,1,0,0,0,0,31,3,1,Bread,2016,2016-10-16
6036,1610171,2016-10-17,1,120.547856066705,8.0,9.75,6.0,10.0,0.0,0,291,Monday,10,2016,42,4,0,0,0,0,0,31,3,1,Bread,2016,2016-10-17
6041,1610181,2016-10-18,1,110.361356326637,7.0,13.25,6.0,28.0,0.0,1,292,Tuesday,10,2016,42,4,0,0,0,0,0,31,3,1,Bread,2016,2016-10-18
6046,1610191,2016-10-19,1,110.217732943397,8.0,7.625,4.0,61.0,0.0,2,293,Wednesday,10,2016,42,4,0,0,0,0,0,31,3,1,Bread,2016,2016-10-19
6051,1610201,2016-10-20,1,115.866476082293,7.0,10.125,10.0,21.0,0.0,3,294,Thursday,10,2016,42,4,0,0,0,0,0,31,3,1,Bread,2016,2016-10-20
6056,1610211,2016-10-21,1,114.340023882369,6.0,9.875,10.0,61.0,0.0,4,295,Friday,10,2016,42,4,0,0,0,0,0,31,3,1,Bread,2016,2016-10-21
6061,1610221,2016-10-22,1,160.103777760669,8.0,8.125,12.0,61.0,0.0,5,296,Saturday,10,2016,42,4,1,0,0,0,0,31,4,1,Bread,2016,2016-10-22
6066,1610231,2016-10-23,1,71.392684860845,7.0,8.625,4.0,21.0,0.0,6,297,Sunday,10,2016,42,4,1,0,0,0,0,31,4,1,Bread,2016,2016-10-23
6071,1610241,2016-10-24,1,101.614370965389,5.0,9.25,8.0,10.0,0.0,0,298,Monday,10,2016,43,4,0,0,0,0,0,31,4,1,Bread,2016,2016-10-24
6076,1610251,2016-10-25,1,74.5196202965945,5.0,9.0,8.0,0.0,0.0,1,299,Tuesday,10,2016,43,4,0,0,0,0,0,31,4,1,Bread,2016,2016-10-25
6081,1610261,2016-10-26,1,75.1781153356293,6.0,7.375,6.0,10.0,0.0,2,300,Wednesday,10,2016,43,4,0,0,0,0,0,31,4,1,Bread,2016,2016-10-26
6086,1610271,2016-10-27,1,107.497900955149,7.0,13.375,9.0,21.0,0.0,3,301,Thursday,10,2016,43,4,0,0,0,0,0,31,4,1,Bread,2016,2016-10-27
6091,1610281,2016-10-28,1,125.569231616337,6.0,12.75,15.0,21.0,0.0,4,302,Friday,10,2016,43,4,0,0,0,0,0,31,4,1,Bread,2016,2016-10-28
6096,1610291,2016-10-29,1,151.413102878923,4.0,11.375,16.0,20.0,0.0,5,303,Saturday,10,2016,43,4,1,0,0,0,0,31,5,1,Bread,2016,2016-10-29
6101,1610301,2016-10-30,1,68.3827588351215,4.0,11.0,9.0,5.0,0.0,6,304,Sunday,10,2016,43,4,1,0,0,0,0,31,5,1,Bread,2016,2016-10-30
6106,1610311,2016-10-31,1,116.860031849405,7.0,12.125,6.0,61.0,0.0,0,305,Monday,10,2016,44,4,0,0,1,0,0,31,5,1,Bread,2016,2016-10-31
6111,1611011,2016-11-01,1,109.272941497746,6.0,10.125,12.0,61.0,0.0,1,306,Tuesday,11,2016,44,4,0,1,0,0,0,30,1,1,Bread,2016,2016-11-01
6116,1611021,2016-11-02,1,98.5457706234247,4.0,7.25,13.0,21.0,0.0,2,307,Wednesday,11,2016,44,4,0,0,0,0,0,30,1,1,Bread,2016,2016-11-02
6121,1611031,2016-11-03,1,146.232819423347,4.0,5.875,5.0,,0.0,3,308,Thursday,11,2016,44,4,0,0,0,0,0,30,1,1,Bread,2016,2016-11-03
6127,1611041,2016-11-04,1,97.3009447369516,7.0,7.875,8.0,61.0,0.0,4,309,Friday,11,2016,44,4,0,0,0,0,0,30,1,1,Bread,2016,2016-11-04
6133,1611051,2016-11-05,1,109.228922348071,7.0,5.5,5.0,61.0,0.0,5,310,Saturday,11,2016,44,4,1,0,0,0,0,30,1,1,Bread,2016,2016-11-05
6139,1611061,2016-11-06,1,95.267777844009,7.0,6.625,6.0,61.0,0.0,6,311,Sunday,11,2016,44,4,1,0,0,0,0,30,1,1,Bread,2016,2016-11-06
6144,1611071,2016-11-07,1,95.942904642186,7.0,3.5,14.0,61.0,0.0,0,312,Monday,11,2016,45,4,0,0,0,0,0,30,1,1,Bread,2016,2016-11-07
6150,1611081,2016-11-08,1,98.6134473987209,7.0,0.75,14.0,71.0,0.0,1,313,Tuesday,11,2016,45,4,0,0,0,0,0,30,2,1,Bread,2016,2016-11-08
6156,1611091,2016-11-09,1,102.800778634922,0.0,1.25,4.0,10.0,0.0,2,314,Wednesday,11,2016,45,4,0,0,0,0,0,30,2,1,Bread,2016,2016-11-09
6162,1611101,2016-11-10,1,104.94423726981,7.0,4.0,8.0,22.0,0.0,3,315,Thursday,11,2016,45,4,0,0,0,0,0,30,2,1,Bread,2016,2016-11-10
6168,1611111,2016-11-11,1,79.7625074114877,4.0,4.875,10.0,21.0,0.0,4,316,Friday,11,2016,45,4,0,0,0,0,0,30,2,1,Bread,2016,2016-11-11
6174,1611121,2016-11-12,1,138.827828111692,3.0,1.625,6.0,49.0,0.0,5,317,Saturday,11,2016,45,4,1,0,0,0,0,30,2,1,Bread,2016,2016-11-12
6180,1611131,2016-11-13,1,55.4419452131555,4.0,1.375,9.0,5.0,0.0,6,318,Sunday,11,2016,45,4,1,0,0,0,0,30,2,1,Bread,2016,2016-11-13
6186,1611141,2016-11-14,1,107.975134464159,4.0,2.0,10.0,5.0,0.0,0,319,Monday,11,2016,46,4,0,0,0,0,0,30,2,1,Bread,2016,2016-11-14
6192,1611151,2016-11-15,1,97.521559634551,7.0,7.75,9.0,61.0,0.0,1,320,Tuesday,11,2016,46,4,0,0,0,0,0,30,3,1,Bread,2016,2016-11-15
6198,1611161,2016-11-16,1,131.997447886261,7.0,8.75,11.0,61.0,0.0,2,321,Wednesday,11,2016,46,4,0,0,0,0,0,30,3,1,Bread,2016,2016-11-16
6204,1611171,2016-11-17,1,120.999764172375,6.0,7.75,9.0,21.0,0.0,3,322,Thursday,11,2016,46,4,0,0,0,0,0,30,3,1,Bread,2016,2016-11-17
6210,1611181,2016-11-18,1,125.620231572559,4.0,7.25,13.0,21.0,0.0,4,323,Friday,11,2016,46,4,0,0,0,0,0,30,3,1,Bread,2016,2016-11-18
6216,1611191,2016-11-19,1,98.4835152120726,6.0,6.625,11.0,21.0,0.0,5,324,Saturday,11,2016,46,4,1,0,0,0,0,30,3,1,Bread,2016,2016-11-19
6222,1611201,2016-11-20,1,52.4424952545878,6.0,6.375,12.0,63.0,0.0,6,325,Sunday,11,2016,46,4,1,0,0,0,0,30,3,1,Bread,2016,2016-11-20
6228,1611211,2016-11-21,1,121.378744787554,7.0,11.5,6.0,61.0,0.0,0,326,Monday,11,2016,47,4,0,0,0,0,0,30,3,1,Bread,2016,2016-11-21
6234,1611221,2016-11-22,1,87.2731117646776,7.0,12.125,7.0,,0.0,1,327,Tuesday,11,2016,47,4,0,0,0,0,0,30,4,1,Bread,2016,2016-11-22
6240,1611231,2016-11-23,1,91.3408874396352,7.0,10.0,5.0,10.0,0.0,2,328,Wednesday,11,2016,47,4,0,0,0,0,0,30,4,1,Bread,2016,2016-11-23
6246,1611241,2016-11-24,1,122.474432163973,0.0,4.5,8.0,10.0,0.0,3,329,Thursday,11,2016,47,4,0,0,0,0,0,30,4,1,Bread,2016,2016-11-24
6252,1611251,2016-11-25,1,82.9237972563907,7.0,4.0,4.0,45.0,0.0,4,330,Friday,11,2016,47,4,0,0,0,0,0,30,4,1,Bread,2016,2016-11-25
6258,1611261,2016-11-26,1,116.639176452944,7.0,5.875,10.0,61.0,0.0,5,331,Saturday,11,2016,47,4,1,0,0,0,0,30,4,1,Bread,2016,2016-11-26
6264,1611271,2016-11-27,1,49.7963022970208,0.0,5.625,9.0,5.0,0.0,6,332,Sunday,11,2016,47,4,1,0,0,0,0,30,4,1,Bread,2016,2016-11-27
6270,1611281,2016-11-28,1,112.658765618467,1.0,2.875,11.0,,0.0,0,333,Monday,11,2016,48,4,0,0,0,0,0,30,4,1,Bread,2016,2016-11-28
6276,1611291,2016-11-29,1,103.870082800741,3.0,3.0,9.0,10.0,0.0,1,334,Tuesday,11,2016,48,4,0,0,0,0,0,30,5,1,Bread,2016,2016-11-29
6282,1611301,2016-11-30,1,128.456546571317,7.0,6.25,12.0,61.0,0.0,2,335,Wednesday,11,2016,48,4,0,0,1,0,0,30,5,1,Bread,2016,2016-11-30
6288,1612011,2016-12-01,1,107.538858358439,8.0,8.5,19.0,61.0,0.0,3,336,Thursday,12,2016,48,4,0,1,0,0,0,31,1,1,Bread,2016,2016-12-01
6294,1612021,2016-12-02,1,94.5038724434251,0.0,3.625,8.0,0.0,0.0,4,337,Friday,12,2016,48,4,0,0,0,0,0,31,1,1,Bread,2016,2016-12-02
6300,1612031,2016-12-03,1,122.439207453624,4.0,-0.75,6.0,49.0,0.0,5,338,Saturday,12,2016,48,4,1,0,0,0,0,31,1,1,Bread,2016,2016-12-03
6306,1612041,2016-12-04,1,70.0253014166919,8.0,4.125,6.0,,0.0,6,339,Sunday,12,2016,48,4,1,0,0,0,0,31,1,1,Bread,2016,2016-12-04
6312,1612051,2016-12-05,1,119.636013828757,7.0,3.0,7.0,,0.0,0,340,Monday,12,2016,49,4,0,0,0,0,0,31,1,1,Bread,2016,2016-12-05
6318,1612061,2016-12-06,1,98.3868204798713,7.0,6.25,5.0,61.0,0.0,1,341,Tuesday,12,2016,49,4,0,0,0,0,0,31,1,1,Bread,2016,2016-12-06
6324,1612071,2016-12-07,1,106.089285160058,7.0,4.5,10.0,61.0,0.0,2,342,Wednesday,12,2016,49,4,0,0,0,0,0,31,1,1,Bread,2016,2016-12-07
6330,1612081,2016-12-08,1,127.742791107649,8.0,8.625,12.0,10.0,0.0,3,343,Thursday,12,2016,49,4,0,0,0,0,0,31,2,1,Bread,2016,2016-12-08
6336,1612091,2016-12-09,1,81.5452124764518,7.0,8.875,13.0,20.0,0.0,4,344,Friday,12,2016,49,4,0,0,0,0,0,31,2,1,Bread,2016,2016-12-09
6342,1612101,2016-12-10,1,82.9865412318734,7.0,9.5,10.0,61.0,0.0,5,345,Saturday,12,2016,49,4,1,0,0,0,0,31,2,1,Bread,2016,2016-12-10
6348,1612111,2016-12-11,1,58.5289054212942,,,,,0.0,6,346,Sunday,12,2016,49,4,1,0,0,0,0,31,2,1,Bread,2016,2016-12-11
6354,1612121,2016-12-12,1,89.5461152835577,7.0,4.875,4.0,61.0,0.0,0,347,Monday,12,2016,50,4,0,0,0,0,0,31,2,1,Bread,2016,2016-12-12
6360,1612131,2016-12-13,1,86.1880456725954,7.0,6.285714,5.0,10.0,0.0,1,348,Tuesday,12,2016,50,4,0,0,0,0,0,31,2,1,Bread,2016,2016-12-13
6366,1612141,2016-12-14,1,75.4039519341152,7.0,4.625,6.0,45.0,0.0,2,349,Wednesday,12,2016,50,4,0,0,0,0,0,31,2,1,Bread,2016,2016-12-14
6372,1612151,2016-12-15,1,137.130260969332,7.0,0.0,8.0,49.0,0.0,3,350,Thursday,12,2016,50,4,0,0,0,0,0,31,3,1,Bread,2016,2016-12-15
6378,1612161,2016-12-16,1,86.0242406261287,8.0,-1.0,5.0,10.0,0.0,4,351,Friday,12,2016,50,4,0,0,0,0,0,31,3,1,Bread,2016,2016-12-16
6384,1612181,2016-12-18,1,158.08476137293,7.0,7.0,8.0,0.0,0.0,6,353,Sunday,12,2016,50,4,1,0,0,0,0,31,3,1,Bread,2016,2016-12-18
6390,1612191,2016-12-19,1,97.2450388316804,8.0,5.75,4.0,0.0,0.0,0,354,Monday,12,2016,51,4,0,0,0,0,0,31,3,1,Bread,2016,2016-12-19
6396,1612201,2016-12-20,1,82.2737744983917,8.0,1.5,7.0,10.0,0.0,1,355,Tuesday,12,2016,51,4,0,0,0,0,0,31,3,1,Bread,2016,2016-12-20
6402,1612211,2016-12-21,1,107.055526767408,6.0,3.625,10.0,10.0,0.0,2,356,Wednesday,12,2016,51,4,0,0,0,0,0,31,3,1,Bread,2016,2016-12-21
6408,1612221,2016-12-22,1,102.318594196839,7.0,5.25,8.0,61.0,0.0,3,357,Thursday,12,2016,51,4,0,0,0,0,0,31,4,1,Bread,2016,2016-12-22
6414,1612231,2016-12-23,1,189.733379813939,7.0,6.375,9.0,10.0,0.0,4,358,Friday,12,2016,51,4,0,0,0,0,0,31,4,1,Bread,2016,2016-12-23
6420,1612241,2016-12-24,1,182.243850046631,6.0,6.125,14.0,95.0,0.0,5,359,Saturday,12,2016,51,4,1,0,0,0,0,31,4,1,Bread,2016,2016-12-24
6426,1612271,2016-12-27,1,132.534941139693,6.0,8.25,21.0,,0.0,1,362,Tuesday,12,2016,52,4,0,0,0,0,0,31,4,1,Bread,2016,2016-12-27
6432,1612281,2016-12-28,1,92.6053954826362,4.0,7.125,12.0,0.0,0.0,2,363,Wednesday,12,2016,52,4,0,0,0,0,0,31,4,1,Bread,2016,2016-12-28
6437,1612291,2016-12-29,1,281.809035845441,3.0,3.75,11.0,10.0,0.0,3,364,Thursday,12,2016,52,4,0,0,0,0,0,31,5,1,Bread,2016,2016-12-29
6443,1612301,2016-12-30,1,130.743678525635,4.0,1.75,10.0,10.0,0.0,4,365,Friday,12,2016,52,4,0,0,0,0,0,31,5,1,Bread,2016,2016-12-30
6448,1612311,2016-12-31,1,288.843105743746,7.0,4.875,13.0,28.0,0.0,5,366,Saturday,12,2016,52,4,1,0,1,0,1,31,5,1,Bread,2016,2016-12-31
6453,1701021,2017-01-02,1,127.942753867048,3.0,1.625,8.0,0.0,0.0,0,2,Monday,1,2017,1,1,0,0,0,0,0,31,1,0,Bread,2017,2017-01-02
6458,1701031,2017-01-03,1,89.4483348556559,7.0,6.0,16.0,61.0,0.0,1,3,Tuesday,1,2017,1,1,0,0,0,0,0,31,1,0,Bread,2017,2017-01-03
6463,1701041,2017-01-04,1,119.050990891285,4.0,4.0,19.0,20.0,0.0,2,4,Wednesday,1,2017,1,1,0,0,0,0,0,31,1,0,Bread,2017,2017-01-04
6468,1701051,2017-01-05,1,115.680238055479,4.0,-2.875,15.0,0.0,0.0,3,5,Thursday,1,2017,1,1,0,0,0,0,0,31,1,0,Bread,2017,2017-01-05
6473,1701061,2017-01-06,1,101.303945374724,1.0,-4.25,6.0,,0.0,4,6,Friday,1,2017,1,1,0,0,0,0,0,31,1,0,Bread,2017,2017-01-06
6478,1701071,2017-01-07,1,71.69205028378,8.0,-0.5,11.0,71.0,0.0,5,7,Saturday,1,2017,1,1,1,0,0,0,0,31,1,0,Bread,2017,2017-01-07
6483,1701081,2017-01-08,1,54.8212865043727,8.0,2.25,4.0,10.0,0.0,6,8,Sunday,1,2017,1,1,1,0,0,0,0,31,2,0,Bread,2017,2017-01-08
6488,1701091,2017-01-09,1,116.228031726541,8.0,2.5,6.0,20.0,0.0,0,9,Monday,1,2017,2,1,0,0,0,0,0,31,2,0,Bread,2017,2017-01-09
6493,1701101,2017-01-10,1,114.536612160932,7.0,2.625,9.0,10.0,0.0,1,10,Tuesday,1,2017,2,1,0,0,0,0,0,31,2,0,Bread,2017,2017-01-10
6498,1701111,2017-01-11,1,49.4763974006414,7.0,4.625,15.0,61.0,0.0,2,11,Wednesday,1,2017,2,1,0,0,0,0,0,31,2,0,Bread,2017,2017-01-11
6503,1701121,2017-01-12,1,73.7827205206854,4.0,4.5,16.0,61.0,0.0,3,12,Thursday,1,2017,2,1,0,0,0,0,0,31,2,0,Bread,2017,2017-01-12
6508,1701131,2017-01-13,1,114.532728222355,3.0,3.125,7.0,61.0,0.0,4,13,Friday,1,2017,2,1,0,0,0,0,0,31,2,0,Bread,2017,2017-01-13
